"Sr. No.","Work category","Work","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","Sanction Date","Sanction Amount ( ₹ )","Work Status"
"155","Normal/Others","WS/MP889/2025-2026/227680-Construction of common work sheds/ common covered sitting area","Gujarat","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Lavara Ta.Siddhapur Dist. Patan  Work shed for artisans in Pepaliya Para 2024-25","20-Aug-2025","12-Nov-2025","500000","Work partially Completed"
"156","Normal/Others","WS/MP889/2025-2026/227681-Construction of common work sheds/ common covered sitting area","Gujarat","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Dinderol, Ta.Siddhapur Dist. Patan  Work shed for artisans in the area next to Ramdevpir temple 2024-25","20-Aug-2025","18-Nov-2025","500000","Sanction"
"157","Normal/Others","WS/MP889/2025-2026/227682-Construction of common work sheds/ common covered sitting area","Gujarat","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Nidroda, Ta.Siddhapur, Dist. Patan   Work shed for artisans at Ramdev Chowk, Indiranagar 2024-25","20-Aug-2025","18-Nov-2025","300000","Work partially Completed"
"158","Normal/Others","WS/MP889/2025-2026/227683-Construction of common work sheds/ common covered sitting area","Gujarat","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Sevalani, Ta.Siddhapur, Dist. Patan  Work shed next to the pond embankment 2024-25","20-Aug-2025","12-Nov-2025","300000","Sanction"
"159","Normal/Others","WS/MP18288/2025-2026/237175-Construction of common work sheds/ common covered sitting area","Gujarat","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","construction of shed at primary school chanchelav","26-Sep-2025","16-Dec-2025","250000","Sanction"
"160","Normal/Others","WS/MP18288/2025-2026/237206-Construction of common work sheds/ common covered sitting area","Gujarat","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","construction of shed at jodaka primary school","26-Sep-2025","16-Dec-2025","300000","Physical Inspection"
"161","Normal/Others","WS/MP18288/2025-2026/237224-Construction of common work sheds/ common covered sitting area","Gujarat","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","construction of shed at bhagat faliya anganwadi centre","26-Sep-2025","16-Dec-2025","250000","Sanction"
"162","Normal/Others","WS/MP18288/2025-2026/237230-Construction of common work sheds/ common covered sitting area","Gujarat","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","construction of  shed at primary school bhalaniya","26-Sep-2025","16-Dec-2025","250000","Physical Inspection"
"163","Normal/Others","WS/MP18288/2025-2026/237232-Construction of common work sheds/ common covered sitting area","Gujarat","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","constuction of shed at kevadiya shikari PHC primary school","26-Sep-2025","16-Dec-2025","300000","Sanction"
"164","Normal/Others","WS/MP18288/2025-2026/237234-Construction of common work sheds/ common covered sitting area","Gujarat","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","construction of shed at mukhya primary school orwada","26-Sep-2025","16-Dec-2025","250000","Sanction"
"165","Normal/Others","WS/MP18288/2025-2026/237256-Construction of common work sheds/ common covered sitting area","Gujarat","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","construction ofshed at purv primary school dholi","26-Sep-2025","16-Dec-2025","250000","Sanction"
"166","Normal/Others","WS/MP18288/2025-2026/237262-Construction of common work sheds/ common covered sitting area","Gujarat","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","construction of shed at primary school  veganpur","26-Sep-2025","16-Dec-2025","250000","Sanction"
"167","Normal/Others","WS/MP18288/2025-2026/237268-Construction of common work sheds/ common covered sitting area","Gujarat","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","construction of shed at paravadi primary school","26-Sep-2025","16-Dec-2025","350000","Sanction"
"168","Normal/Others","WS/MP18288/2025-2026/237290-Construction of common work sheds/ common covered sitting area","Gujarat","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","construction of shed at primary school sherpur","26-Sep-2025","08-Nov-2025","250000","Physical Inspection"
"169","Normal/Others","WS/MP18288/2025-2026/237302-Construction of common work sheds/ common covered sitting area","Gujarat","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","construction of shed at bariya faliya primary school","26-Sep-2025","16-Dec-2025","300000","Sanction"
"170","Normal/Others","WS/MP18288/2025-2026/240741-Construction of common work sheds/ common covered sitting area","Gujarat","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","construction of  shed at primary school chora faliya  bor","08-Oct-2025","07-Jan-2026","400000","Sanction"
"171","Normal/Others","WS/MP18403/2025-2026/250930-Construction of common work sheds/ common covered sitting area","Gujarat","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","Construction of shed in Shri Mehsana Mishr Primary School No. 6","20-Dec-2025","12-Mar-2026","700000","Sanction"
"172","Normal/Others","WS/MP18288/2025-2026/255588-Construction of common work sheds/ common covered sitting area","Gujarat","Mahisagar(COLLECTOR MAHISAGAR_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","construction of shed at kotha primary school","30-Dec-2025","20-Mar-2026","100000","Physical Inspection"
"173","Normal/Others","WS/MP18403/2026-2027/256899-Construction of common work sheds/ common covered sitting area","Gujarat","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","Construction of multipurpose shed near Mahadevji Temple in Dantarvada village","03-Jan-2026","30-May-2026","500000","Sanction"
"174","Normal/Others","WS/MP18403/2026-2027/257204-Construction of common work sheds/ common covered sitting area","Gujarat","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","Construction of shed work next to the gaushala (Khimasar) at Santalpur village","21-Jan-2026","24-Jun-2026","400000","Sanction"
"175","Normal/Others","WS/MP18403/2026-2027/260551-Construction of common work sheds/ common covered sitting area","Gujarat","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","Om Shiv Gorakhnath Aadesh Ashram for the work of the leaf shed near Sundhiya for public use","21-Jan-2026","01-Apr-2026","100000","Time Estimation"
"176","Normal/Others","WS/MP18410/2026-2027/270828-Construction of common work sheds/ common covered sitting area","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Jagat Prakash Nadda (2024-30) (2024-2030)","Elected MP","WORK OF PREYER SHED IN PRIMARY SCHOOL AT JAGATPURA VILLAGE","03-Mar-2026","26-May-2026","500000","Work partially Completed"
"177","Normal/Others","WS/MP18410/2026-2027/271227-Construction of common work sheds/ common covered sitting area","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Jagat Prakash Nadda (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF COMMON WORK SHED IN PRIMARY SCHOOL","03-Mar-2026","08-Jul-2026","500000","Sanction"
"178","Normal/Others","WS/MP18410/2026-2027/271231-Construction of common work sheds/ common covered sitting area","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Jagat Prakash Nadda (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF COMMON WORK SHED WORK IN VILLAGE SCHOOL","03-Mar-2026","08-Jul-2026","500000","Sanction"
"179","Normal/Others","WS/MP18410/2026-2027/271541-Construction of common work sheds/ common covered sitting area","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Jagat Prakash Nadda (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF PRAYER SHED WORK IN INDARVA NEW PRIMARY SCHOOL","03-Mar-2026","08-Jul-2026","500000","Sanction"
"180","Normal/Others","WS/MP889/2025-2026/140631-Construction of additional rooms and halls in the existing public and community building","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Solsanda Ta.Danta : For construction of 2-rooms in Adivasi Kumar Hostel","13-Sep-2024","19-Jul-2025","999000","Work partially Completed"
"181","Trust and Society","WS/MP18291/2025-2026/163939-Construction of additional rooms and halls in the existing public and community building","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Krishna Institute of Nursing ma abhyas karti kanyao mate orda na bandhkam mate","16-Jan-2025","15-May-2025","2500000","Physical Inspection"
"182","Normal/Others","WS/MP891/2025-2026/178459-Construction of additional rooms and halls in the existing public and community building","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","Grant for paver block work around the Gajeshwar Dada Shiv Mandir historical site.","05-Mar-2025","09-Jul-2025","500000","Sanction"
"183","Trust and Society","WS/MP18403/2025-2026/222167-Construction of additional rooms and halls in the existing public and community building","Gujarat","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","For the construction of rooms in the hostel building of Shri Pachatvarg Chhatralaya in Mehsana","28-Jul-2025","23-Jan-2026","500000","Sanction"
"184","Normal/Others","WS/MP891/2025-2026/139713-Construction of boundary walls of existing public and community buildings","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","A retaining wall","07-Sep-2024","31-Jul-2025","500000","Physical Inspection"
"185","Normal/Others","WS/MP889/2025-2026/140609-Construction of boundary walls of existing public and community buildings","Gujarat","GANDHINAGAR(DISTRICT COLLECTOR GANDHINAGAR_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Dahegam Ta.Di.Gandhinagar RCC around the crematorium  gruh at Vardhana Muwada Village . For wall work(2023-24)","13-Sep-2024","23-Jun-2025","500000","Sanction"
"186","Normal/Others","WS/MP889/2024-2025/140620-Construction of boundary walls of existing public and community buildings","Gujarat","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","DhanavadaTa.sidhpur Di.patan To construct the khutati flood protection wall of Panchayat House(2023-24)","13-Sep-2024","19-Oct-2024","500000","Work Completed"
"187","Normal/Others","WS/MP889/2024-2025/140628-Construction of boundary walls of existing public and community buildings","Gujarat","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Borsan Ta.Di.Patan For construction of verandah in crematorium(2023-24)","13-Sep-2024","24-Dec-2024","200000","Physical Inspection"
"188","Normal/Others","WS/MP18288/2024-2025/146617-Construction of boundary walls of existing public and community buildings","Gujarat","KHEDA(DISTRICT COLLECTOR KHEDA_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","Nana Kotariya- Protection Wall Nu kam","10-Oct-2024","25-Nov-2024","469377","Physical Inspection"
"189","Normal/Others","WS/MP889/2025-2026/147858-Construction of boundary walls of existing public and community buildings","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Vaghrol Ta.Dantiwada : Work of flood protection wall in the area including Rabariwas (2024-25)","17-Oct-2024","21-Jul-2025","600000","Work Completed"
"190","Normal/Others","WS/MP889/2024-2025/154657-Construction of boundary walls of existing public and community buildings","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Nandotra Ta.Vadgam :  Flood protection wall work at Shakitnagarpara Desai Rameshbhai, Vishnubhai Desaivas(2024-25)","25-Nov-2024","18-Jan-2025","200000","Physical Inspection"
"191","Normal/Others","WS/MP891/2025-2026/161326-Construction of boundary walls of existing public and community buildings","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","Grant of paver block next to compound wall, community hall on rotating side of primary school","24-Dec-2024","09-Jul-2025","400000","Physical Inspection"
"192","Normal/Others","WS/MP889/2025-2026/162286-Construction of boundary walls of existing public and community buildings","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Kharodiya, Ta. Palanpur: Work on flood protection wall to Palanpur-Vadgam Road prevent rain erosion on Shri Tapodhan Brahmin Samaj Dhandhar Division (2024-25)","30-Dec-2024","09-Jul-2025","500000","Physical Inspection"
"193","Normal/Others","WS/MP18403/2025-2026/174548-Construction of boundary walls of existing public and community buildings","Gujarat","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","construction of boundary walls from primary school to community hall","21-Feb-2025","31-Jul-2025","500000","Sanction"
"194","Normal/Others","WS/MP18288/2025-2026/211228-Construction of boundary walls of existing public and community buildings","Gujarat","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","construction of boundary wall of PHC kevadiya","22-Jun-2025","11-Sep-2025","500000","Physical Inspection"
"195","Normal/Others","WS/MP18291/2025-2026/215408-Construction of boundary walls of existing public and community buildings","Gujarat","RAJKOT(DISTRICT COLLECTOR RAJKOT_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Boundary Walls Around Community hall in Raydi Village","08-Jul-2025","08-Oct-2025","500000","Sanction"
"196","Normal/Others","WS/MP18288/2026-2027/222515-Construction of boundary walls of existing public and community buildings","Gujarat","KHEDA(DISTRICT COLLECTOR KHEDA_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","compound wall surrounding Anganvadi kendra no 3 at kotlindora village","26-Jul-2025","31-Jul-2026","200000","Sanction"
"197","Normal/Others","WS/MP18291/2025-2026/222864-Construction of boundary walls of existing public and community buildings","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Wire Fencing work in the area outside the primary school in katav Village","10-Aug-2025","05-Dec-2025","260000","Physical Inspection"
"198","Normal/Others","WS/MP18288/2025-2026/223895-Construction of boundary walls of existing public and community buildings","Gujarat","Mahisagar(COLLECTOR MAHISAGAR_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","construction of safety wall near pandva malna muvada OBC granted school","31-Jul-2025","24-Nov-2025","500000","Physical Inspection"
"199","Normal/Others","WS/MP18403/2025-2026/228601-Construction of boundary walls of existing public and community buildings","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","Construction of protection wall in Shri Vidha Niketan Secondary and Higher Secondary School dhandha village","23-Aug-2025","17-Feb-2026","400000","Sanction"
"200","Normal/Others","WS/MP18291/2026-2027/232081-Construction of boundary walls of existing public and community buildings","Gujarat","NAVSARI(DISTRICT COLLECTOR NAVSARI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Boundary Wall Around Community Hall Managed By Shree Maroli Kantha Vibhag Koli Samaj Trust in Maroli Village","03-Oct-2025","14-May-2026","500000","Sanction"
"201","Normal/Others","WS/MP18288/2025-2026/238598-Construction of boundary walls of existing public and community buildings","Gujarat","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","construction of boundrary wall  sarvajanik high school goya sundal","29-Sep-2025","18-Mar-2026","200000","Physical Inspection"
"202","Normal/Others","WS/MP891/2025-2026/250864-Construction of boundary walls of existing public and community buildings","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","Construction of compound wall at primary school in Lakaddhar village","27-Nov-2025","02-Mar-2026","500000","Physical Inspection"
"203","Normal/Others","WS/MP18403/2025-2026/256898-Construction of boundary walls of existing public and community buildings","Gujarat","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","Construction of protection wall on the lake in Nandotri village","03-Jan-2026","02-Feb-2026","500000","Work Completed"
"204","Normal/Others","WS/MP18410/2026-2027/270836-Construction of boundary walls of existing public and community buildings","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Jagat Prakash Nadda (2024-30) (2024-2030)","Elected MP","FLOOD PROTECTION WALL BEHIND KARSHANBHAI GOTHI ON METHAN ROAD AT SASAM VILLAGE","03-Mar-2026","18-Jun-2026","300000","Sanction"
"205","Normal/Others","WS/MP18410/2026-2027/271228-Construction of boundary walls of existing public and community buildings","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Jagat Prakash Nadda (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF BOUNDARY WALL ON ROAD LEADING FROM MAIN ASPHALR ROAD TO PRIMARY SCHOOL","03-Mar-2026","08-Jul-2026","500000","Sanction"
"206","Normal/Others","WS/MP18410/2026-2027/271230-Construction of boundary walls of existing public and community buildings","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Jagat Prakash Nadda (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF PROTECTIVE WALL WORK ON MAIN ROAD SIDE","03-Mar-2026","08-Jul-2026","500000","Sanction"
"207","Normal/Others","WS/MP18410/2026-2027/271233-Construction of boundary walls of existing public and community buildings","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Jagat Prakash Nadda (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF PROTECTIVE WALL WORK ON PUBLIC ROAD","03-Mar-2026","08-Jul-2026","500000","Sanction"
"208","Normal/Others","WS/MP18410/2026-2027/271236-Construction of boundary walls of existing public and community buildings","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Jagat Prakash Nadda (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF PROTECTIVE WALL ON PUBLIC ROAD SIDE","03-Mar-2026","08-Jul-2026","500000","Sanction"
"209","Normal/Others","WS/MP18403/2026-2027/282742-Construction of boundary walls of existing public and community buildings","Gujarat","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","To build a protection wall in the crematorium in Rampura village","28-May-2026","21-Jul-2026","300000","Sanction"
"210","Trust and Society","WS/MP18403/2025-2026/157842-Construction of buildings for community cultural activities","Gujarat","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","Construction of buildings for community cultural activities at shri Sadaram samaj seva mandal Radhanpur","10-Dec-2024","31-Jul-2025","500000","Work partially Completed"
"211","Normal/Others","WS/MP18288/2026-2027/237289-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Gujarat","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","repair andRenovation of gov. homoeopathic  clinic at chhabanpur","26-Sep-2025","21-Aug-2026","500000","Sanction"
"212","Normal/Others","WS/MP18403/2026-2027/238743-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Gujarat","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","Construction of a police choki and public toilets near Gokul Global University","28-Sep-2025","30-May-2026","1000000","Sanction"
"213","Normal/Others","WS/MP18403/2026-2027/238744-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Gujarat","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","For work on a pickup stand near Gokul Global University","28-Sep-2025","30-May-2026","500000","Sanction"
"214","Repair and Renovation","WS/MP18291/2025-2026/238972-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Gujarat","SURAT(DISTRICT COLLECTOR SURAT_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","For the purpose of Repairing the Government Building in Surat.","03-Oct-2025","12-Dec-2025","2499100","Sanction"
"215","Normal/Others","WS/MP889/2024-2025/154652-Purchase of motor boats for flood and cyclone prone areas","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Shihori  Ta.Kankrej : Flood protection wall work from Rabari Kunvarba Primary School  Near to Rabari Vas.(2024-25)","25-Nov-2024","24-Feb-2025","500000","Physical Inspection"
"216","Normal/Others","WS/MP889/2025-2026/220922-Purchase of motor boats for flood and cyclone prone areas","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Sandhosi Ta Danta Flood protection wall work near Manilal Dabhi Faliya ST 2024-25","23-Jul-2025","14-Aug-2025","500000","Physical Inspection"
"217","Normal/Others","WS/MP889/2025-2026/220923-Purchase of motor boats for flood and cyclone prone areas","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Vaghdacha Ta Danta Flood protection wall on the road from Damar road to primary school (ST) (2024-25)","23-Jul-2025","14-Aug-2025","500000","Physical Inspection"
"218","Normal/Others","WS/MP18291/2025-2026/222015-Construction of bus-sheds or bus-stops","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Bus Stop in Katav Village","10-Aug-2025","05-Dec-2025","260000","Sanction"
"219","Normal/Others","WS/MP891/2025-2026/242150-Construction of bus-sheds or bus-stops","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","Bus stand (bus sheds)","15-Oct-2025","03-Feb-2026","510000","Work partially Completed"
"220","Normal/Others","WS/MP891/2025-2026/242151-Construction of bus-sheds or bus-stops","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","Bus stand (bus shed)","15-Oct-2025","03-Feb-2026","510000","Work partially Completed"
"221","Normal/Others","WS/MP891/2025-2026/242152-Construction of bus-sheds or bus-stops","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","Bus stand (bus shed)","15-Oct-2025","03-Feb-2026","510000","Work partially Completed"
"222","Normal/Others","WS/MP891/2025-2026/242153-Construction of bus-sheds or bus-stops","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","Bus stand (bus shed)","15-Oct-2025","03-Feb-2026","510000","Vendor Identification"
"223","Normal/Others","WS/MP891/2025-2026/242154-Construction of bus-sheds or bus-stops","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","Bus stand (bus shed)","15-Oct-2025","03-Feb-2026","510000","Vendor Identification"
"224","Normal/Others","WS/MP891/2025-2026/242155-Construction of bus-sheds or bus-stops","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","Bus stand (bus shed)","15-Oct-2025","03-Feb-2026","510000","Work partially Completed"
"225","Normal/Others","WS/MP891/2025-2026/242156-Construction of bus-sheds or bus-stops","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","Bus stand (bus shed)","15-Oct-2025","03-Feb-2026","510000","Work partially Completed"
"226","Normal/Others","WS/MP891/2025-2026/242157-Construction of bus-sheds or bus-stops","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","Bus stand (bus shed)","15-Oct-2025","03-Feb-2026","510000","Work partially Completed"
"227","Normal/Others","WS/MP891/2025-2026/242158-Construction of bus-sheds or bus-stops","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","Bus stand (bus shed)","15-Oct-2025","03-Feb-2026","510000","Vendor Identification"
"228","Normal/Others","WS/MP891/2025-2026/242159-Construction of bus-sheds or bus-stops","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","Bus stand (bus shed)","15-Oct-2025","03-Feb-2026","510000","Work partially Completed"
"229","Normal/Others","WS/MP891/2025-2026/242216-Construction of bus-sheds or bus-stops","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","Bus stand (bus shed)","15-Oct-2025","03-Feb-2026","510000","Work partially Completed"
"230","Normal/Others","WS/MP891/2025-2026/242217-Construction of bus-sheds or bus-stops","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","Bus stand (bus shed)","15-Oct-2025","03-Feb-2026","510000","Work partially Completed"
"231","Normal/Others","WS/MP891/2025-2026/242221-Construction of bus-sheds or bus-stops","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","Bus stand (bus shed)","15-Oct-2025","03-Feb-2026","510000","Work partially Completed"
"232","Normal/Others","WS/MP891/2025-2026/242223-Construction of bus-sheds or bus-stops","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","Bus stand (bus sheds)","15-Oct-2025","03-Feb-2026","510000","Work partially Completed"
