"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"1159","Normal/Others","WS/MP180/2024-2025/159930-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM RAISHEPUR NAGLA BLOCK MOHAMDABAD ME ANIL KE PARAMARSH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1160","Normal/Others","WS/MP180/2024-2025/159931-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM NISAI BLOCK MOHAMDABAD ME VIVEK KUMAR EX. PRADHAM KE PARAMARSH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1161","Normal/Others","WS/MP180/2024-2025/159932-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM ALIDADPUR BLOCK MOHAMDABAD ME JITENDRA PAL KE PARAMARSH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1162","Normal/Others","WS/MP180/2024-2025/159933-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM NAGLA AMRIT BLOCK MOHAMDABAD ME OMKAR S/O RAMSNEHI KE PARAMARSH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1163","Normal/Others","WS/MP180/2024-2025/159934-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","BLOCK MOHAMDABAD ME NISAI PLANT ROAD PAR SHRIMATI ALKA SINGH W/O JITENDRA SINGH KE PARAMARSH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1164","Normal/Others","WS/MP180/2024-2025/159935-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM TERA BLOCK MOHAMDABAD ME SHYAM BIHARI PAL DUDHIYA KE PARAMARSH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1165","Normal/Others","WS/MP180/2024-2025/159936-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM HISAMPUR BLOCK KAMALGANJ ME RAJIV KUMAR S/O KALAKTAR SINGH KE PARAMARSH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1166","Normal/Others","WS/MP180/2024-2025/159937-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM HISAMPUR BLOCK KAMALGANJ ME AMAR SINGH S/O KISHORI LAL KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1167","Normal/Others","WS/MP180/2024-2025/159938-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM AND POST GASINGPUR BLOCK MOHAMDABAD ME GANGGA DEVI H.P. FILING CENTER KE PASS SHELENDRA KUMAR S/O RAJENDRA KE PARAMARSH ME SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1168","Normal/Others","WS/MP180/2024-2025/159939-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM GAJIPUR BLOCK MOHAMDABAD ME RAMKISHOR PAL KE MANDIR KE PASS SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1169","Normal/Others","WS/MP180/2024-2025/159940-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM JAITPUR BLOCK MOHAMDABAD ME SUNIL RATHOR KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1170","Normal/Others","WS/MP180/2024-2025/159941-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM NAGLA RAESHEPUR BLOCK MOHAMDABAD ME ABDHESH S/O RAJ KUMAR KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1171","Normal/Others","WS/MP180/2024-2025/159942-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM RAESHEPUR BLOCK MOHAMDABAD ME SUBHASH PAL S/O KALICHARAN KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1172","Normal/Others","WS/MP180/2024-2025/159943-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM FATEHPUR RAW SAHAB BLOCK KAMALGANJ ME RAJAN RATHOR KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1173","Normal/Others","WS/MP180/2024-2025/159966-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM BRARIKPUR BLOCK MOHAMDABAD ME SCHOOL GRAMIN BANK KE PASS VINEY KUMAR S/O SHIV NARESH KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1174","Normal/Others","WS/MP180/2024-2025/159967-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM ALAWALPUR BLOCK MOHAMDABAD ME PRITI RATHOR NE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1175","Normal/Others","WS/MP180/2024-2025/159968-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM RAESHEPUR BLOCK MOHAMDABAD ME SARVESH TELI KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1176","Normal/Others","WS/MP180/2024-2025/159969-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM RAESHEPUR BLOCK MOHAMDABAD ME SOVRAN S/O BADE KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1177","Normal/Others","WS/MP180/2024-2025/159970-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM RAESHEPUR BLOCK MOHAMDABAD ME DEVENDRA SINGH RATHOR KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1178","Normal/Others","WS/MP180/2024-2025/159971-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM JAINDAPUR BLOCK MOHAMDABAD ME RAGHAV GOR KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1179","Normal/Others","WS/MP180/2024-2025/159972-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM RATHORA NAGLA BLOCK MOHAMDABAD ME RUDRA SINGH KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1180","Normal/Others","WS/MP180/2024-2025/159973-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM KAMALPUR BATHAM BLOCK MOHAMDABAD ME BASTI ME YOGENDRA SINGH KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1181","Normal/Others","WS/MP180/2024-2025/159974-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM JYOTA BLOCK MOHAMDABAD ME ABADHRAJ KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1182","Normal/Others","WS/MP180/2024-2025/159975-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM KARTHIYA TRA BLOCK MOHAMDABAD ME RAJESH BATHAM KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1183","Normal/Others","WS/MP180/2024-2025/159976-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM SALEMPUR BLOCK MOHAMDABAD ME MAHIMA CHANDRA KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1184","Normal/Others","WS/MP180/2024-2025/159977-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM PASNIGPUR BLOCK MOHAMDABAD ME FULWARI PRADHAN KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1185","Normal/Others","WS/MP180/2024-2025/159978-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM ALAWLPUR BLOCK MOHAMDABAD ME DILIP PRADHAN KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1186","Normal/Others","WS/MP180/2024-2025/159979-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM BHARATPUR BLOCK MOHAMDABAD ME ABHISHAIK PAL KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1187","Normal/Others","WS/MP180/2024-2025/159980-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM HAMIRPUR BLCOK MOHAMDABAD ME NARENDRA PRADHAN KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1188","Normal/Others","WS/MP180/2024-2025/159981-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","GRAM SAKWAI BLOCK MOHAMADABAD ME KAMLESH SHARMA KE PRAMARSH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1189","Normal/Others","WS/MP180/2024-2025/159824-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","9.	GRAM SHITUPUR BLOCK MOHAMDABAD ME BRAJBIHARI BATHAM KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1190","Normal/Others","WS/MP180/2024-2025/159825-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","10.	GRAM NAGLA SEMAR BLOCK MOHAMDABAD ME RAJVEER KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1191","Normal/Others","WS/MP180/2024-2025/159826-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","11.	GRAM NAGLA DHANA BLOCK MOHAMDABAD ME MUNLESH KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1192","Normal/Others","WS/MP180/2024-2025/159827-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","12.	GRAM NANDSA BLOCK MOHAMDABAD ME RAM SINGH KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1193","Normal/Others","WS/MP180/2024-2025/159828-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","13.	MOHALLA SHARSTRI NAGAR MOHAMDABAD ME KALLU KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1194","Normal/Others","WS/MP180/2024-2025/159829-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","14.	GRAN NAGLA TRA BLCOK MOHAMDABAD ME SUNGHAR SINGH KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1195","Normal/Others","WS/MP180/2024-2025/159830-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","15.	GRAM INDRAPUR BLOCK MOHAMDABAD ME DR. SURAJ KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1196","Normal/Others","WS/MP180/2024-2025/159831-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","16.	GRAM HARKAMPUR BLOCK MOHAMDABAD ME JUGADI SINGH KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1197","Normal/Others","WS/MP180/2024-2025/159832-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","17.	GRAM JAITPUR BLOCK MOHAMDABAD ME JODHAN SINGH KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1198","Normal/Others","WS/MP180/2024-2025/159833-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","18.	GRAM DHIRAJPUR BLOCK MOHAMDABAD ME AALOK SINGH KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1199","Normal/Others","WS/MP180/2024-2025/159834-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","19.	GRAM DUNGARPUR BLOCK MOHAMDABAD ME SHIV MOHAN SINGH KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1200","Normal/Others","WS/MP180/2024-2025/159835-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","20.	GRAM KANHEPUR BLOCK MOHAMDABAD ME KULDEEP DUVE KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1201","Normal/Others","WS/MP180/2024-2025/159836-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","21.	GRAM KUBERPUR JUNARDAR BLOCK MOHAMDABAD ME AASHUTOSH KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1202","Normal/Others","WS/MP180/2024-2025/159837-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","22.	GRAM DURGPUR BLOCK MOHAMDABAD ME AKHILESH KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1203","Normal/Others","WS/MP180/2024-2025/159838-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","23.	GRAM KATINNA MANIKPUR BLOCK MOHAMDABAD ME GUDDU KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1204","Normal/Others","WS/MP180/2024-2025/159839-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","24.	GRAM MADANPUR BLOCK MOHAMDABAD ME RAMLAKHAN SAINI KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1205","Normal/Others","WS/MP180/2024-2025/159840-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","25.	GRAM SALEMPUR BLOCK MOHAMDABAD ME ASHOK AGNIHOTRI KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1206","Normal/Others","WS/MP180/2024-2025/159841-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","26.	GRAM HAMIRPUR BLOCK MOHAMDABAD ME PRABHU DAYAL KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
"1207","Normal/Others","WS/MP180/2024-2025/159842-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","27.	GRAM NIVKARORI BLOCK MOHAMDABAD ME ARVIND KISHOR KE  PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","18-Dec-2024","197454","29-Mar-2025"
