"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"77","Normal/Others","WS/MP112/2025-2026/223391-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA)","Construction of PCC Road from the Residence of Shri Johi Miya to Shri Haider Miya in Village and Panchayat Patkholi, Block Kateya, District Gopalganj, Bihar.","Shri Dhananjay Bhimrao Mahadik (2022-28) (NaN-NaN)","Elected MP","Images","03-Oct-2025","1297928"
"78","Normal/Others","WS/MP112/2025-2026/223390-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA)","Construction of PCC Road from the field of Shri Kamleshwar Rai to field of Shri Subhash Rai in Village and Panchayat Patkholi, Block Kateya, District Gopalganj, Bihar.","Shri Dhananjay Bhimrao Mahadik (2022-28) (NaN-NaN)","Elected MP","Images","18-Oct-2025","1297991"
"79","Normal/Others","WS/MP112/2025-2026/223392-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA)","Construction of PCC Road from the field of Shri Rumali Baitha towards Rupachak in Village and Panchayat Patkholi, Block Kateya, District Gopalganj, Bihar.","Shri Dhananjay Bhimrao Mahadik (2022-28) (NaN-NaN)","Elected MP","Images","18-Oct-2025","1298116"
"80","Normal/Others","WS/MP112/2025-2026/137643-Construction of buildings for community cultural activities","Maharashtra","SANGLI(DISTRICT COLLECTOR SANGLI_IDA)","Construction of Sabhanmandap in Yelur, Tal.Walwa, Konoli Nagar Vasahat","Shri Dhananjay Bhimrao Mahadik (2022-28) (NaN-NaN)","Elected MP","Images","29-Jan-2026","2392730"
"81","Trust and Society","WS/MP112/2025-2026/146711-Construction of rooms and halls in school and colleges","Maharashtra","BEED(DISTRICT COLLECTOR BEED_IDA)","Construction of school building","Shri Dhananjay Bhimrao Mahadik (2022-28) (NaN-NaN)","Elected MP","Images","12-Mar-2026","4951333"
"82","Normal/Others","WS/MP112/2025-2026/145309-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA)","Construction of roads in sheloli, Tal.Bhudargad","Shri Dhananjay Bhimrao Mahadik (2022-28) (NaN-NaN)","Elected MP","Images","07-Apr-2026","998896"
"83","Normal/Others","WS/MP113/2024-2025/142035-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA)","Construction of CC Road","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","31-Jan-2025","1999834"
"84","Normal/Others","WS/MP113/2024-2025/142034-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA)","Construction of cc road","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","08-Mar-2025","1999846"
"85","Normal/Others","WS/MP113/2024-2025/142033-Street lights","Maharashtra","PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA)","Street Light With Pole","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","08-Mar-2025","2494852"
"86","Normal/Others","WS/MP113/2024-2025/142032-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA)","Construction of CC Road","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","12-Mar-2025","1999874"
"87","Normal/Others","WS/MP113/2024-2025/174271-Fitting of Sitting RCC Benches in Public Places","Maharashtra","YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA)","Providing of sitting benches for senior citizens.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2025","89423"
"88","Normal/Others","WS/MP113/2024-2025/174270-Fitting of Sitting RCC Benches in Public Places","Maharashtra","YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA)","Providing of sitting benches for senior citizens.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2025","89423"
"89","Normal/Others","WS/MP113/2024-2025/174269-Fitting of Sitting RCC Benches in Public Places","Maharashtra","YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA)","Providing of sitting benches for senior citizens.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2025","89423"
"90","Normal/Others","WS/MP113/2024-2025/174268-Fitting of Sitting RCC Benches in Public Places","Maharashtra","YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA)","Providing of sitting benches for senior citizens.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2025","89423"
"91","Normal/Others","WS/MP113/2024-2025/174267-Fitting of Sitting RCC Benches in Public Places","Maharashtra","YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA)","Providing of sitting benches for senior citizens.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2025","89423"
"92","Normal/Others","WS/MP113/2024-2025/174277-Fitting of Sitting RCC Benches in Public Places","Maharashtra","YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA)","Providing of sitting benches for senior citizens.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2025","89423"
"93","Normal/Others","WS/MP113/2024-2025/174276-Fitting of Sitting RCC Benches in Public Places","Maharashtra","YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA)","Providing of sitting benches for senior citizens.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2025","89423"
"94","Normal/Others","WS/MP113/2024-2025/174275-Fitting of Sitting RCC Benches in Public Places","Maharashtra","YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA)","Providing of sitting benches for senior citizens.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2025","89423"
"95","Normal/Others","WS/MP113/2024-2025/174274-Fitting of Sitting RCC Benches in Public Places","Maharashtra","YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA)","Providing of sitting benches for senior citizens.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2025","89423"
"96","Normal/Others","WS/MP113/2024-2025/174273-Fitting of Sitting RCC Benches in Public Places","Maharashtra","YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA)","Providing of sitting benches for senior citizens.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2025","89423"
"97","Normal/Others","WS/MP113/2024-2025/174272-Fitting of Sitting RCC Benches in Public Places","Maharashtra","YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA)","Providing of sitting benches for senior citizens.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2025","89423"
"98","Normal/Others","WS/MP113/2024-2025/174283-Fitting of Sitting RCC Benches in Public Places","Maharashtra","YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA)","Providing of sitting benches for senior citizens.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2025","89423"
"99","Normal/Others","WS/MP113/2024-2025/174282-Fitting of Sitting RCC Benches in Public Places","Maharashtra","YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA)","Providing of sitting benches for senior citizens.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2025","89423"
"100","Normal/Others","WS/MP113/2024-2025/174281-Fitting of Sitting RCC Benches in Public Places","Maharashtra","YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA)","Providing of sitting benches for senior citizens.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2025","89423"
"101","Normal/Others","WS/MP113/2024-2025/174280-Fitting of Sitting RCC Benches in Public Places","Maharashtra","YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA)","Providing of sitting benches for senior citizens.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2025","89423"
"102","Normal/Others","WS/MP113/2024-2025/174279-Fitting of Sitting RCC Benches in Public Places","Maharashtra","YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA)","Providing of sitting benches for senior citizens.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2025","89423"
"103","Normal/Others","WS/MP113/2024-2025/174278-Fitting of Sitting RCC Benches in Public Places","Maharashtra","YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA)","Providing of sitting benches for senior citizens.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2025","89423"
"104","Normal/Others","WS/MP113/2024-2025/174287-Fitting of Sitting RCC Benches in Public Places","Maharashtra","YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA)","Providing of sitting benches for senior citizens.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2025","89423"
"105","Normal/Others","WS/MP113/2024-2025/174286-Fitting of Sitting RCC Benches in Public Places","Maharashtra","YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA)","Providing of sitting benches for senior citizens.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2025","89423"
"106","Normal/Others","WS/MP113/2024-2025/174285-Fitting of Sitting RCC Benches in Public Places","Maharashtra","YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA)","Providing of sitting benches for senior citizens.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2025","89423"
"107","Normal/Others","WS/MP113/2024-2025/174284-Fitting of Sitting RCC Benches in Public Places","Maharashtra","YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA)","Providing of sitting benches for senior citizens.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2025","89423"
"108","Normal/Others","WS/MP113/2024-2025/174288-Fitting of Sitting RCC Benches in Public Places","Maharashtra","YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA)","Providing of sitting benches for senior citizens.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2025","89423"
"109","Normal/Others","WS/MP113/2024-2025/174246-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA)","Construction of CC Road and RCC Drain in Prabhag No 07 for MC Purana Dist Parbhani","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","03-May-2025","4999849"
"110","Normal/Others","WS/MP113/2024-2025/174247-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA)","Construction of CC Road and RCC Drain at Ghan Kachra Side for MC Purana Distt Parbhani","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","03-May-2025","4999970"
"111","Normal/Others","WS/MP113/2024-2025/142042-Construction of boundary walls of existing public and community buildings","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Construction of boundary wall","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","N/A","29-May-2025","1000000"
"112","Trust and Society","WS/MP113/2025-2026/142031-Construction of buildings for community cultural activities","Maharashtra","BEED(DISTRICT COLLECTOR BEED_IDA)","Construction of public utility building of Saraswati Kanya Prashala First Floor MAULI VIDHYAPEETH Trust KAIJ","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","30-Jun-2025","2385842"
"113","Normal/Others","WS/MP113/2024-2025/142036-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA)","Construction of CC Road","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","23-Jul-2025","1499445"
"114","Normal/Others","WS/MP113/2024-2025/142041-Construction of community centers and community halls","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Construction of Cultural Hall near jaspura Masjid","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","28-Mar-2026","1996779"
"115","Normal/Others","WS/MP113/2025-2026/225178-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA)","Construction of CC Road and RCC Drain hari Nagar under Dalitwasti","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","03-Nov-2025","4999656"
"116","Normal/Others","WS/MP113/2025-2026/184381-Providing drains and gutters for public drainage","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","As per letter attached","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","N/A","12-Nov-2025","999281"
"117","Normal/Others","WS/MP113/2025-2026/184382-Providing drains and gutters for public drainage","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","As per letter attached","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","N/A","12-Nov-2025","999284"
"118","Normal/Others","WS/MP113/2025-2026/184504-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","As per attached letter. Half amount is already paid that is why recommendation is for 5L instead of 10L mentioned in the attached letter.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","N/A","15-Nov-2025","499537"
"119","Normal/Others","WS/MP113/2025-2026/145298-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","Construction of cement road under ward 19, Aref Colony","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","N/A","15-Nov-2025","500000"
"120","Normal/Others","WS/MP113/2025-2026/184383-Providing drains and gutters for public drainage","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","As per letter attached","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","N/A","15-Nov-2025","999713"
"121","Normal/Others","WS/MP113/2025-2026/145295-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","Construction of cement road from Dr Ejaj Bhai House to Enterprises under ward no 19, Aref Colony","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","N/A","15-Nov-2025","499448"
"122","Normal/Others","WS/MP113/2025-2026/145301-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","Construction of cement road from Feroz Khan House to Salim Bhai House","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","N/A","15-Nov-2025","499741"
"123","Normal/Others","WS/MP113/2025-2026/184487-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","As per attached letter. Half amount is already paid that is why recommendation is for 5L instead of 10L mentioned in the attached letter.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","N/A","15-Nov-2025","496503"
"124","Normal/Others","WS/MP113/2025-2026/184486-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","As per attached letter. Half amount is already paid that is why recommendation is for 5L instead of 10L mentioned in the attached letter.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","N/A","15-Nov-2025",""
"125","Normal/Others","WS/MP113/2025-2026/145297-Providing drains and gutters for public drainage","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","Providing internal drainage Line under ward No 14 Padegaon","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","N/A","15-Nov-2025","500000"
"126","Normal/Others","WS/MP113/2025-2026/184488-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","As per attached letter. Half amount is already paid that is why recommendation is for 5L instead of 10L mentioned in the attached letter.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","N/A","15-Nov-2025","497775"
"127","Normal/Others","WS/MP113/2025-2026/145299-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","Construction of cement road under ward no 11","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","N/A","15-Nov-2025","500000"
"128","Normal/Others","WS/MP113/2025-2026/184503-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","As per attached letter. Half amount is already paid that is why recommendation is for 5L instead of 10L mentioned in the attached letter.","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","N/A","15-Nov-2025","499929"
"129","Normal/Others","WS/MP113/2025-2026/145300-Providing drains and gutters for public drainage","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","Providing internal drainage Line under ward 51","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","N/A","17-Dec-2025","499236"
"130","Normal/Others","WS/MP113/2025-2026/145296-Providing drains and gutters for public drainage","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","Providing internal drainage Line under ward No 59, Indira Nagar Baijipura (South)","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","N/A","17-Dec-2025","500000"
"131","Normal/Others","WS/MP113/2025-2026/225177-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA)","At.Hatkarwadi TQ.Puma Dist.Parbhani Construction of C.C Road  and Drain","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","20-Jan-2026","2486431"
"132","Normal/Others","WS/MP113/2025-2026/225176-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA)","At. Govindpur TQ.Purna Dist. Parbhani Construction of C.C Road and Drain 25 Lakh","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","20-Jan-2026","2486807"
"133","Normal/Others","WS/MP113/2025-2026/184499-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","As per letter attached","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","N/A","02-Feb-2026","999000"
"134","Normal/Others","WS/MP113/2025-2026/184498-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","As per letter attached","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","N/A","02-Feb-2026","999000"
"135","Normal/Others","WS/MP113/2025-2026/184497-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","As per letter attached","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","N/A","03-Feb-2026","999000"
"136","Normal/Others","WS/MP113/2025-2026/225180-Street lights","Maharashtra","BEED(DISTRICT COLLECTOR BEED_IDA)","Installation of solar street lights in the cemetery area at Manur","Shri Imran Pratapgarhi (2022-28) (NaN-NaN)","Elected MP","Images","24-Mar-2026","999774"
"137","Normal/Others","WS/MP116/2024-2025/174234-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA)","Construction of cement concrete road from the house of Ashok Katkade to the house of Haribhau Musale at Ward No.12, District Parbhani, District Gangakhed.","Shri Sanjay Raut (2022-28) (NaN-NaN)","Elected MP","Images","20-Feb-2025","1463459"
"138","Normal/Others","WS/MP116/2025-2026/174236-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA)","Cocreting of internal road at Mu, Devoli Po, Rasayani in Panvel Taluka of Raigad District.","Shri Sanjay Raut (2022-28) (NaN-NaN)","Elected MP","Images","05-Aug-2025","998668"
"139","Normal/Others","WS/MP116/2025-2026/197477-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","Construction of Internal Cement Concrete Road, Ward No. 105, Sadatnagar, Banewadi, Plot No. 44, Abdul Rahman Menakshan Hall to Plot No. 35, Dr. Sartaj Pathan House, Aurangabad","Shri Sanjay Raut (2022-28) (NaN-NaN)","Elected MP","N/A","10-Nov-2025","997228"
"140","Normal/Others","WS/MP116/2025-2026/197484-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","Construction of Internal Cement Concrete Road, Ward No. 105, Sadatnagar, Banewadi, Plot No. 36, Dr. Siraj House to Plot No. 37, Sameer Chaudhary House, Aurangabad","Shri Sanjay Raut (2022-28) (NaN-NaN)","Elected MP","N/A","10-Nov-2025","998596"
"141","Normal/Others","WS/MP116/2025-2026/160360-Street lights","Maharashtra","SINDHUDURG(DISTRICT COLLECTOR SINDHUDURG_IDA)","District Sindhudurg Taluka Malvan, At Post. Kandalgaon Gram Panchayat, Shemadranewadi Hanuman Ghati to Ojar Titha and Rameshwar Nagar","Shri Sanjay Raut (2022-28) (NaN-NaN)","Elected MP","Images","21-Nov-2025","699989"
"142","Normal/Others","WS/MP116/2025-2026/160366-Construction of rooms and halls in school and colleges","Maharashtra","BEED(DISTRICT COLLECTOR BEED_IDA)","District Beed Taluka At Post Mauli University Kej Saraswati Higher Secondary School at Pisegaon","Shri Sanjay Raut (2022-28) (NaN-NaN)","Elected MP","Images","13-Mar-2026","2496125"
"143","Normal/Others","WS/MP18286/2024-2025/146591-Purchase of ambulances (Four, three and two wheelers)","Maharashtra","KUPWARA(Deputy Commissioner Kupwara_IDA)","Medical Office, Primary Health Center, Duddi, Dis. Kupwada, Jammu & Kashmir Providing of Ambulance.","Dr. Medha Vishram Kulkarni (2024-30) (NaN-NaN)","Elected MP","Images","22-Jan-2025","2000000"
"144","Normal/Others","WS/MP18286/2024-2025/169582-Construction of public toilets and bathrooms","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Construction of Common Toilet Block unit at Sahakar Udyan Erandvana Pune New Ward No 36,Old Ward  No  13","Dr. Medha Vishram Kulkarni (2024-30) (NaN-NaN)","Elected MP","Images","04-Apr-2025","990905"
"145","Normal/Others","WS/MP18286/2024-2025/169637-Construction of community centers and community halls","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Waterproofing of the hall at the multipurpose center at Sahakar Udyan Erandwana.","Dr. Medha Vishram Kulkarni (2024-30) (NaN-NaN)","Elected MP","Images","04-Apr-2025","992450"
"146","Normal/Others","WS/MP18286/2025-2026/188705-Construction of boundary walls of existing public and community buildings","Maharashtra","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of boundary wall of Govt Junior High School Building Raigaon Pakyong Sikkim","Dr. Medha Vishram Kulkarni (2024-30) (NaN-NaN)","Elected MP","N/A","06-Aug-2025","2998157"
"147","Normal/Others","WS/MP18286/2025-2026/192199-Providing drains and gutters for public drainage","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Laying Of Drainage Line at Ward No.11, at Hanumannagar ,Kelewadi Kothrud","Dr. Medha Vishram Kulkarni (2024-30) (NaN-NaN)","Elected MP","Images","12-Aug-2025","995495"
"148","Normal/Others","WS/MP18286/2025-2026/144809-Purchase of smart boards, visual display units and projectors","Maharashtra","LATUR(DISTRICT COLLECTOR LATUR_IDA)","Supply Computer, Printar, Smart Board, Furniture Etc. to Z.P. Primary School, Lodaga, Tal Ausa, Dist Latur.  Ward No : 30/31","Dr. Medha Vishram Kulkarni (2024-30) (NaN-NaN)","Elected MP","Images","02-Sep-2025","999000"
"149","Normal/Others","WS/MP18286/2025-2026/202718-Construction of footpaths and pedestrian ways","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Ward No. 16 Installation of paving blocks at the water tank at NCC Headquarters, SB Road, Pune.","Dr. Medha Vishram Kulkarni (2024-30) (NaN-NaN)","Elected MP","Images","19-Sep-2025","999999"
"150","Normal/Others","WS/MP18286/2025-2026/202716-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Ward No. 16  Concreting near the children s toilet at NCC Headquarters, SB Road, Pune.","Dr. Medha Vishram Kulkarni (2024-30) (NaN-NaN)","Elected MP","Images","19-Sep-2025","998289"
"151","Normal/Others","WS/MP18286/2025-2026/202717-Providing drains and gutters for public drainage","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Ward No. 16  Laying of drainage line at Headquarters Senapati Bapat Road.","Dr. Medha Vishram Kulkarni (2024-30) (NaN-NaN)","Elected MP","Images","19-Sep-2025","998288"
"152","Normal/Others","WS/MP18286/2025-2026/192198-Providing drains and gutters for public drainage","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Laying Of Drainage Line at Ward No.10 Shashtrinagar Kothrud","Dr. Medha Vishram Kulkarni (2024-30) (NaN-NaN)","Elected MP","Images","24-Sep-2025","995722"
"153","Normal/Others","WS/MP18286/2025-2026/171790-Development of public parks","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Concreting work at park in the area of pashan Lake","Dr. Medha Vishram Kulkarni (2024-30) (NaN-NaN)","Elected MP","Images","25-Sep-2025","994432"
"154","Normal/Others","WS/MP18286/2025-2026/187199-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Installation of  computer sets i9 16 or 32GB Ram 1 TB SSD 4 or 8 GB Graphics 365   Printer Duplex Printer HP High Speed Document Scanner at State Information Commission Pune Bench","Dr. Medha Vishram Kulkarni (2024-30) (NaN-NaN)","Elected MP","Images","08-Oct-2025","2000000"
"155","Normal/Others","WS/MP18286/2025-2026/192196-Construction of public libraries and reading rooms","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Construction Of Library at Ward No.11 Kishkindhanagar Kothrud","Dr. Medha Vishram Kulkarni (2024-30) (NaN-NaN)","Elected MP","Images","09-Oct-2025","997192"
"156","Repair and Renovation","WS/MP18286/2025-2026/192197-Construction of community centers and community halls","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Repair Of Sabhagruh at Ward No.11 Kothrud","Dr. Medha Vishram Kulkarni (2024-30) (NaN-NaN)","Elected MP","Images","09-Oct-2025","995788"
"157","Normal/Others","WS/MP18286/2025-2026/192205-Providing drains and gutters for public drainage","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Laying Of Drainage Line at Ward No.11, Kishkindhanagar Kothrud","Dr. Medha Vishram Kulkarni (2024-30) (NaN-NaN)","Elected MP","Images","09-Oct-2025","995693"
