"Sr. No.","Work category","Work","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","Sanction Date","Sanction Amount ( ₹ )","Work Status"
"140","Normal/Others","WS/MP108/2025-2026/239712-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Installation of Digital class rooms at Digambar petkar schcool Anjangaon surji.","03-Oct-2025","06-Feb-2026","1000000","Sanction"
"141","Normal/Others","WS/MP108/2025-2026/239773-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Installation of digital class rooms at Dhamori, Bhatkuli","03-Oct-2025","06-Feb-2026","350000","Sanction"
"142","Normal/Others","WS/MP108/2026-2027/239776-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Installation of Digital classrooms at shankarrao Vidyalay, Karajgaon","03-Oct-2025","29-Jun-2026","350000","Sanction"
"143","Normal/Others","WS/MP108/2025-2026/239777-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","AKOLA(DISTRICT COLLECTOR AKOLA_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of IT systems at Shri Bagachi vioidyalay Ruikhed akot","03-Oct-2025","10-Mar-2026","200000","Sanction"
"144","Normal/Others","WS/MP108/2026-2027/239781-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Installation of Digital Class room at Sonkule Vidyalay Wadgaon Fattepur","03-Oct-2025","29-Jun-2026","350000","Sanction"
"145","Normal/Others","WS/MP112/2026-2027/249185-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA)","Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028)","Elected MP","Providing 01 printer and 02 computer sets to Vidyamandir School at Bange, Taluka Kagal, Dist. Kolhapur","18-Nov-2025","20-Aug-2026","175000","Sanction"
"146","Normal/Others","WS/MP112/2026-2027/249187-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA)","Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028)","Elected MP","Providing 01 printer and 04 computer sets to Vidyamandir School at Sake, Taluka Kagal, Dist. Kolhapur","18-Nov-2025","20-Aug-2026","331000","Sanction"
"147","Normal/Others","WS/MP112/2026-2027/249188-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA)","Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028)","Elected MP","Providing 01 printer and 02 computer sets to Vidyamandir School at Satave T Sawarde, Taluka Panhala, Dist. Kolhapur","18-Nov-2025","20-Aug-2026","175000","Sanction"
"148","Normal/Others","WS/MP112/2026-2027/249189-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA)","Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028)","Elected MP","Providing 01 printer and 02 computer sets to Vidyamandir School at Takaliwadi, Taluka Shirol, Dist. Kolhapur","18-Nov-2025","20-Aug-2026","175000","Sanction"
"149","Normal/Others","WS/MP112/2026-2027/249190-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA)","Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028)","Elected MP","Providing 01 printer and 02 computer sets to Vidyamandir School at Sonage, Taluka Kagal, Dist. Kolhapur","18-Nov-2025","20-Aug-2026","175000","Sanction"
"150","Normal/Others","WS/MP112/2026-2027/249191-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA)","Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028)","Elected MP","Providing 01 printer and 02 computer sets to Vidyamandir School at Hamidwada, Taluka Kagal, Dist. Kolhapur","18-Nov-2025","20-Aug-2026","175000","Sanction"
"151","Normal/Others","WS/MP112/2026-2027/249192-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA)","Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028)","Elected MP","Providing 01 printer and 02 computer sets to Prabuddha Bharat High School Lakshat East, located within Kolhapur Municipal Corporation","18-Nov-2025","20-Aug-2026","175000","Sanction"
"152","Normal/Others","WS/MP108/2026-2027/270334-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of IT systems, including hardware and software for educational purposes at Shri Mannalal Gupta Vidyalay, Chandur Rly.","02-Mar-2026","29-Jun-2026","350000","Sanction"
"153","Normal/Others","WS/MP108/2026-2027/272073-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of computer at Tulashiram patil Vidyalay, Nalwada, Daryapur","02-Mar-2026","29-Jun-2026","200000","Sanction"
"154","Normal/Others","WS/MP18289/2025-2026/272291-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA)","Shri Milind Murli Deora (2024-30) (2024-2030)","Elected MP","provide monitor , CPU, Keyboard, mouse and printer","04-Mar-2026","25-Mar-2026","1250000","Sanction"
"155","Normal/Others","WS/MP112/2026-2027/280668-Development of playground","Maharashtra","SANGLI(DISTRICT COLLECTOR SANGLI_IDA)","Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028)","Elected MP","To develop the premises of Municipal School No. 45 within the limits of Sangli Miraj Kupwad City Metropolitan Municipality.","14-May-2026","10-Jul-2026","1000000","Sanction"
"156","Normal/Others","WS/MP18286/2025-2026/144809-Purchase of smart boards, visual display units and projectors","Maharashtra","LATUR(DISTRICT COLLECTOR LATUR_IDA)","Dr. Medha Vishram Kulkarni (2024-30) (2024-2030)","Elected MP","Supply Computer, Printar, Smart Board, Furniture Etc. to Z.P. Primary School, Lodaga, Tal Ausa, Dist Latur.  Ward No : 30/31","30-Sep-2024","02-Sep-2025","999000","Physical Inspection"
"157","Normal/Others","WS/MP113/2025-2026/174294-Purchase of smart boards, visual display units and projectors","Maharashtra","AKOLA(DISTRICT COLLECTOR AKOLA_IDA)","Shri Imran Pratapgarhi (2022-28) (2022-2028)","Elected MP","Smart Boards","07-Feb-2025","15-May-2025","9999175","Vendor Identification"
"158","Normal/Others","WS/MP108/2025-2026/189910-Purchase of smart boards, visual display units and projectors","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of smart boards, visual display units and projector at Shridharpant Bansod school, Bramhanwada Thadi","07-Apr-2025","30-Sep-2025","1000000","Work Completed"
"159","Normal/Others","WS/MP113/2026-2027/225159-Purchase of smart boards, visual display units and projectors","Maharashtra","WASHIM(DISTRICT COLLECTOR WASHIM_IDA)","Shri Imran Pratapgarhi (2022-28) (2022-2028)","Elected MP","As per letter attached","05-Aug-2025","18-May-2026","18000000","Work partially Completed"
"160","Normal/Others","WS/MP108/2026-2027/261680-Purchase of smart boards, visual display units and projectors","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Digital classroom at Chogalal Rathi gurukul vidyalay, Bhatkuli","04-Feb-2026","29-Jun-2026","1000000","Sanction"
"161","Normal/Others","WS/MP18286/2024-2025/146589-Setting up of laboratories","Maharashtra","SATARA(DISTRICT COLLECTOR SATARA_IDA)","Dr. Medha Vishram Kulkarni (2024-30) (2024-2030)","Elected MP","Construction of advance science lab in at Hutatma Bhagat Singh Vidya Mandir and Anant English School, Satara Sfurti Sikshan Prasarak Mandal, Mayani, Taluka Khatav, Dist. Satara","09-Oct-2024","05-Dec-2024","1000000","Physical Inspection"
"162","Normal/Others","WS/MP18294/2025-2026/142138-Setting up of kitchen and pantries","Maharashtra","GONDIA(DISTRICT COLLECTOR GONDIA_IDA)","Shri Praful Patel (2024-30) (2024-2030)","Elected MP","Gram Darrekasa, Ta. Salekasa, Dist. Gondia me Disha Kutir Parisar me Kitchen Shade Bandhkam.","21-Sep-2024","05-Aug-2025","972416","Physical Inspection"
"163","Normal/Others","WS/MP108/2024-2025/133457-Purchase of furniture and fixtures for educational purposes","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","supply of desk benches at Shrinath High school, Anjangaon Surji, Amravati.","16-Jul-2024","01-Aug-2024","1500000","Work Completed"
"164","Normal/Others","WS/MP108/2025-2026/177374-Purchase of furniture and fixtures for educational purposes","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of furniture for swaym Adhyayan Kendra public libraries  pusla","01-Mar-2025","30-Sep-2025","699000","Work Completed"
"165","Normal/Others","WS/MP108/2025-2026/177380-Purchase of hospital equipment","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of hospital equipment at Primary Health centre, Loni tq Warud","01-Mar-2025","18-Sep-2025","300000","Work Completed"
"166","Normal/Others","WS/MP18286/2024-2025/146591-Purchase of ambulances (Four, three and two wheelers)","Maharashtra","KUPWARA(Deputy Commissioner Kupwara_IDA)","Dr. Medha Vishram Kulkarni (2024-30) (2024-2030)","Elected MP","Medical Office, Primary Health Center, Duddi, Dis. Kupwada, Jammu & Kashmir Providing of Ambulance.","09-Oct-2024","23-Nov-2024","2000000","Physical Inspection"
"167","Normal/Others","WS/MP108/2024-2025/134439-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of 16 tricycles (manual or motorized)","07-Aug-2024","18-Sep-2024","2300000","Work Completed"
"168","Normal/Others","WS/MP108/2024-2025/135224-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","To provide Karma wheelchair to Miss.Prajakta Thorat aged 13 yrs. affected by Cerebral Palsy disease..","09-Aug-2024","18-Sep-2024","51480","Physical Inspection"
"169","Normal/Others","WS/MP108/2025-2026/175375-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of tricycles (motorized) for Disable people in Amravati District.","14-Feb-2025","02-Apr-2025","5900000","Vendor Identification"
"170","Normal/Others","WS/MP108/2026-2027/190231-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of hearing  aid for Mr. Ram Suresh Kalpande","09-Apr-2025","08-Jul-2026","100000","Work partially Completed"
"171","Normal/Others","WS/MP108/2026-2027/190258-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of hearing aid for Harshal Vasantrao Jambhe at karajgaon","09-Apr-2025","08-Jul-2026","100000","Work partially Completed"
"172","Normal/Others","WS/MP112/2026-2027/209299-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","Maharashtra","KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA)","Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028)","Elected MP","To provide a 3-wheeler to Shri. Somnath Neelkanth Swami, Ligade Mala, Ichalkaranji, a disabled person.","16-Jun-2025","19-May-2026","130000","Work partially Completed"
"173","Normal/Others","WS/MP108/2025-2026/221101-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of four wheeler for disable people in amravati disctrict","22-Jul-2025","26-Nov-2025","1200000","Work Completed"
"174","Normal/Others","WS/MP108/2025-2026/250269-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of Moped (Four Wheeler) Car for disable people in  amravati","24-Nov-2025","26-Nov-2025","857000","Work Completed"
"175","Normal/Others","WS/MP18294/2024-2025/134390-Installing tube-wells and borewells","Maharashtra","GONDIA(DISTRICT COLLECTOR GONDIA_IDA)","Shri Praful Patel (2024-30) (2024-2030)","Elected MP","Gram Pathari me Bhojraj Gaundharya ke niwas ke pas 1 borewell.","29-Jul-2024","27-Feb-2025","130000","Sanction"
"176","Normal/Others","WS/MP18294/2024-2025/134391-Installing tube-wells and borewells","Maharashtra","GONDIA(DISTRICT COLLECTOR GONDIA_IDA)","Shri Praful Patel (2024-30) (2024-2030)","Elected MP","Gram Menghatola me Surendra Waghmare ke niwas ke pas 1 borewell.","29-Jul-2024","27-Feb-2025","130000","Sanction"
"177","Normal/Others","WS/MP18294/2024-2025/134433-Installing tube-wells and borewells","Maharashtra","GONDIA(DISTRICT COLLECTOR GONDIA_IDA)","Shri Praful Patel (2024-30) (2024-2030)","Elected MP","Tiroda City me Railway Station Road par Shri Gajanan Maharaj Mandir ke pas 1 Borewell.","30-Jul-2024","20-Mar-2025","130000","Sanction"
"178","Normal/Others","WS/MP18289/2026-2027/200041-Installing tube-wells and borewells","Maharashtra","RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA)","Shri Milind Murli Deora (2024-30) (2024-2030)","Elected MP","Installation of Well","15-May-2025","08-Jul-2026","1000000","Work partially Completed"
"179","Normal/Others","WS/MP18286/2025-2026/144810-Purchase of mobile water tankers","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Dr. Medha Vishram Kulkarni (2024-30) (2024-2030)","Elected MP","Supply Water Cooler to Atal Vikas Abhyasika at N.V. Gadagil School, Shaniwar Peth, Pune.  Old Ward No : 15 New Ward No:17","30-Sep-2024","21-Apr-2025","50000","Sanction"
"180","Normal/Others","WS/MP18294/2025-2026/206500-Installing community drinking water plants","Maharashtra","GONDIA(DISTRICT COLLECTOR GONDIA_IDA)","Shri Praful Patel (2024-30) (2024-2030)","Elected MP","FULCHUR ME PANI KA BHUJAL STAR BADANE KE LIYE RECHARGE SHOFT BANDHAKAM KARYA","04-Jun-2025","10-Jul-2025","953199","Physical Inspection"
"181","Normal/Others","WS/MP112/2024-2025/140270-Providing supply pipelines for drinking water","Maharashtra","NASHIK(DISTRICT COLLECTOR NASHIK_IDA)","Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028)","Elected MP","supply pipelines Satana Bagayatdar sanstha, Dist.Nashik","11-Sep-2024","07-Feb-2025","1000000","Work Completed"
"182","Repair and Renovation","WS/MP112/2024-2025/120982-Providing drains and gutters for public drainage","Maharashtra","NANDED(DISTRICT COLLECTOR NANDED_IDA)","Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028)","Elected MP","R.C.C. Gutters / Pevor Block","05-Mar-2024","06-Jan-2025","999000","Physical Inspection"
"183","Normal/Others","WS/MP18294/2024-2025/145027-Providing drains and gutters for public drainage","Maharashtra","GONDIA(DISTRICT COLLECTOR GONDIA_IDA)","Shri Praful Patel (2024-30) (2024-2030)","Elected MP","Gram Shivanitola, Ta. Dist. Gondia me Rawanwadi Road se Shri Sampat Uke ke Khet ki Aur jane wale road par Cement Nali ka Nirman","01-Oct-2024","20-Mar-2025","297530","Physical Inspection"
"184","Normal/Others","WS/MP113/2025-2026/145296-Providing drains and gutters for public drainage","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","Shri Imran Pratapgarhi (2022-28) (2022-2028)","Elected MP","Providing internal drainage Line under ward No 59, Indira Nagar Baijipura (South)","03-Oct-2024","08-Dec-2025","500000","Physical Inspection"
"185","Normal/Others","WS/MP113/2025-2026/145297-Providing drains and gutters for public drainage","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","Shri Imran Pratapgarhi (2022-28) (2022-2028)","Elected MP","Providing internal drainage Line under ward No 14 Padegaon","03-Oct-2024","04-Nov-2025","500000","Physical Inspection"
"186","Normal/Others","WS/MP113/2025-2026/145300-Providing drains and gutters for public drainage","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","Shri Imran Pratapgarhi (2022-28) (2022-2028)","Elected MP","Providing internal drainage Line under ward 51","03-Oct-2024","08-Dec-2025","500000","Physical Inspection"
"187","Normal/Others","WS/MP18287/2026-2027/181814-Providing drains and gutters for public drainage","Maharashtra","NANDED(DISTRICT COLLECTOR NANDED_IDA)","Shri Ashokrao Shankarrao Chavan (2024-30) (2024-2030)","Elected MP","Construction of CC Drain (gutters) at Karaspethatanda under Devthana Gram Panchayat in Bhokar Taluk","31-Mar-2025","06-Jul-2026","996885","Work partially Completed"
"188","Normal/Others","WS/MP113/2025-2026/184381-Providing drains and gutters for public drainage","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","Shri Imran Pratapgarhi (2022-28) (2022-2028)","Elected MP","As per letter attached","20-Mar-2025","04-Nov-2025","1000000","Physical Inspection"
"189","Normal/Others","WS/MP113/2025-2026/184382-Providing drains and gutters for public drainage","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","Shri Imran Pratapgarhi (2022-28) (2022-2028)","Elected MP","As per letter attached","20-Mar-2025","31-Oct-2025","1000000","Physical Inspection"
"190","Normal/Others","WS/MP113/2025-2026/184383-Providing drains and gutters for public drainage","Maharashtra","Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA)","Shri Imran Pratapgarhi (2022-28) (2022-2028)","Elected MP","As per letter attached","20-Mar-2025","04-Nov-2025","1000000","Physical Inspection"
"191","Normal/Others","WS/MP18292/2026-2027/185853-Providing drains and gutters for public drainage","Maharashtra","NANDED(DISTRICT COLLECTOR NANDED_IDA)","Dr. Ajeet Madhavrao Gopchade (2024-30) (2024-2030)","Elected MP","Construction of CC Nali from house of Vinodrao Joshi to the grave yard of village Adampur Tq. Biloli","24-Mar-2025","16-Apr-2026","496561","Physical Inspection"
"192","Normal/Others","WS/MP18286/2025-2026/192198-Providing drains and gutters for public drainage","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Dr. Medha Vishram Kulkarni (2024-30) (2024-2030)","Elected MP","Laying Of Drainage Line at Ward No.10 Shashtrinagar Kothrud","17-Apr-2025","24-Sep-2025","995722","Physical Inspection"
"193","Normal/Others","WS/MP18286/2025-2026/192199-Providing drains and gutters for public drainage","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Dr. Medha Vishram Kulkarni (2024-30) (2024-2030)","Elected MP","Laying Of Drainage Line at Ward No.11, at Hanumannagar ,Kelewadi Kothrud","17-Apr-2025","12-Aug-2025","995495","Physical Inspection"
"194","Normal/Others","WS/MP18286/2025-2026/192200-Providing drains and gutters for public drainage","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Dr. Medha Vishram Kulkarni (2024-30) (2024-2030)","Elected MP","Laying Of Drainage Line at Ward No.11,Near Raja Shivray Pratishthan School Kothrud","17-Apr-2025","30-Oct-2025","994936","Physical Inspection"
"195","Normal/Others","WS/MP18286/2025-2026/192202-Providing drains and gutters for public drainage","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Dr. Medha Vishram Kulkarni (2024-30) (2024-2030)","Elected MP","Laying Of Drainage Line at Ward No.11, Sutardara Kothrud","17-Apr-2025","08-Oct-2025","995708","Physical Inspection"
"196","Normal/Others","WS/MP18286/2025-2026/192205-Providing drains and gutters for public drainage","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Dr. Medha Vishram Kulkarni (2024-30) (2024-2030)","Elected MP","Laying Of Drainage Line at Ward No.11, Kishkindhanagar Kothrud","17-Apr-2025","08-Oct-2025","995693","Physical Inspection"
"197","Normal/Others","WS/MP18286/2025-2026/202717-Providing drains and gutters for public drainage","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Dr. Medha Vishram Kulkarni (2024-30) (2024-2030)","Elected MP","Ward No. 16  Laying of drainage line at Headquarters Senapati Bapat Road.","23-May-2025","19-Sep-2025","998288","Physical Inspection"
"198","Normal/Others","WS/MP18294/2025-2026/206486-Providing drains and gutters for public drainage","Maharashtra","GONDIA(DISTRICT COLLECTOR GONDIA_IDA)","Shri Praful Patel (2024-30) (2024-2030)","Elected MP","M.B.PATEL WARD, AYODHYA NAGAR ME SHRI BANTE (SHRI KAKADE) KE NIWAS SE SHRI THAKUR SHRI QURAISHI KE NIWAS TAK CEMENT NALI","04-Jun-2025","06-Aug-2025","350000","Sanction"
"199","Normal/Others","WS/MP18287/2026-2027/232850-Providing drains and gutters for public drainage","Maharashtra","NANDED(DISTRICT COLLECTOR NANDED_IDA)","Shri Ashokrao Shankarrao Chavan (2024-30) (2024-2030)","Elected MP","Bhokar Taluk At Mokhanditanda  under Amthana Gram Panchayat in Construction of CC Drain","11-Sep-2025","29-Jul-2026","997042","Work partially Completed"
"200","Normal/Others","WS/MP18286/2024-2025/147571-Construction of public toilets and bathrooms","Maharashtra","Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA)","Dr. Medha Vishram Kulkarni (2024-30) (2024-2030)","Elected MP","Brahmin Sabha Kopargaon Distt.  Ahilyanagar,   work: Construction of congregational public toilets","15-Oct-2024","27-Feb-2025","200000","Work Completed"
"201","Normal/Others","WS/MP18292/2025-2026/163511-Construction of public toilets and bathrooms","Maharashtra","Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA)","Dr. Ajeet Madhavrao Gopchade (2024-30) (2024-2030)","Elected MP","Construction of Public Toilet in SC area of Ward No. 9 - Karmaveer nagar, Kopargaon Dist. Ahamadnagar","03-Jan-2025","21-Aug-2025","1000000","Work Completed"
"202","Normal/Others","WS/MP18286/2024-2025/169582-Construction of public toilets and bathrooms","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Dr. Medha Vishram Kulkarni (2024-30) (2024-2030)","Elected MP","Construction of Common Toilet Block unit at Sahakar Udyan Erandvana Pune New Ward No 36,Old Ward  No  13","28-Jan-2025","29-Mar-2025","990905","Physical Inspection"
"203","Normal/Others","WS/MP116/2025-2026/174222-Construction of public toilets and bathrooms","Maharashtra","MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA)","Shri Sanjay Raut (2022-28) (2022-2028)","Elected MP","Construction of toilets, drains and footpaths at Kajare Chal near Oshiwara Park, Ganeshnagar, Jogeshwari (W).","07-Feb-2025","31-Mar-2026","3500000","Sanction"
"204","Normal/Others","WS/MP108/2026-2027/177383-Construction of public toilets and bathrooms","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Installation of smart toilet at Bhimtekdi, Amravati","01-Mar-2025","22-May-2026","3000000","Work partially Completed"
"205","Normal/Others","WS/MP18286/2025-2026/192204-Construction of public toilets and bathrooms","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Dr. Medha Vishram Kulkarni (2024-30) (2024-2030)","Elected MP","Construction Of Toilet at Sub.Div.No.3 Office ,at Shivkirti Ghorpadi ward no.20","17-Apr-2025","30-Jan-2026","993015","Physical Inspection"
"206","Normal/Others","WS/MP108/2024-2025/146405-Construction of shelters for animals","Maharashtra","WARDHA(DISTRICT COLLECTOR WARDHA_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Construction of shelters for animals in Peoples for animal society at wardha.","09-Oct-2024","01-Jan-2025","700000","Work Completed"
"207","Normal/Others","WS/MP18294/2026-2027/276638-Setting up of farmers’ training and assistance centers","Maharashtra","GONDIA(DISTRICT COLLECTOR GONDIA_IDA)","Shri Praful Patel (2024-30) (2024-2030)","Elected MP","Bhanpur Me Krushi Mal Sathwan Godown Bandhkam","30-Mar-2026","04-Aug-2026","500000","Sanction"
"208","Normal/Others","WS/MP18294/2026-2027/276639-Setting up of farmers’ training and assistance centers","Maharashtra","GONDIA(DISTRICT COLLECTOR GONDIA_IDA)","Shri Praful Patel (2024-30) (2024-2030)","Elected MP","Arjuni Rawanwadi Me Krushi Mal Sathwan Godown Bandhkam","30-Mar-2026","04-Aug-2026","500000","Sanction"
"209","Normal/Others","WS/MP18294/2026-2027/276640-Setting up of farmers’ training and assistance centers","Maharashtra","GONDIA(DISTRICT COLLECTOR GONDIA_IDA)","Shri Praful Patel (2024-30) (2024-2030)","Elected MP","Zadutola Khatitola Me Krushi Mal Sathwan Godown Bandhkam","30-Mar-2026","04-Aug-2026","500000","Sanction"
"210","Normal/Others","WS/MP112/2024-2025/133533-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA)","Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028)","Elected MP","Satarde, Tal.Panhala. Bailvar Hill To Waghjai Road","16-Jul-2024","10-Jan-2025","1500000","Physical Inspection"
"211","Normal/Others","WS/MP108/2024-2025/134252-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","WARDHA(DISTRICT COLLECTOR WARDHA_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","500 Meter Road construction cricket academy to Parnkshetra Dal mill.","29-Jul-2024","19-Aug-2024","1000000","Work Completed"
"212","Normal/Others","WS/MP108/2024-2025/134253-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","WARDHA(DISTRICT COLLECTOR WARDHA_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Construction of link roads from main road of talegaon To Storage centre of Parnkshetra FPC.","29-Jul-2024","19-Aug-2024","1000000","Work Completed"
