"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"68","Normal/Others","WS/MP850/2023-2024/69507-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","BLOCK -ROORKEE KE GRAM DHANAURI MEIN MAIN GATE SE RAVIDAS MANDIR TAK CC ROAD EVAM NALI KA NIRMAN  IA(KARYADAI SANSTATHA)-NAGAR PANCHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","06-May-2024","664125"
"69","Normal/Others","WS/MP850/2023-2024/69506-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","BLOCK -ROORKEE KE GRAM- RAMPUR MEIN MAIN ROAD SE NARESH VALMIKI KE MAKAN KI AUR CC ROAD KA NIRMAN  SC KHETR  IA( KARAYADAI SANSTATHA)- NAGAR PANCHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","11-Jul-2024","424245"
"70","Normal/Others","WS/MP850/2023-2024/69505-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","BLOCK ROORKEE KE GRAM RAMPUR MEIN RANA COLONY MEIN SHRI ASHOK SAINI KE MAKAN SE SHRI RAJENDRA SAINI KE MAKAN TAK CC ROAD KA NIRMAN IA( KARYADAI SANSTATHA)- NAGAR PANCHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","23-Apr-2024","592227"
"71","Normal/Others","WS/MP850/2023-2024/69468-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","construction of CCROAD FROM MAIN ROAD TO SHRI RAJENDRA KUMAR HOUSE IN VILLAGE KUNJA BAHADURPUR,BLOCK-BAGWANPUR IA( KARYADAI SANTATHA)- NAGAR PANCHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","06-May-2024","659551"
"72","Normal/Others","WS/MP850/2023-2024/69470-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","GRAM MANAK MAZRA MEIN SHRI TELLURAM KI DUKAN SE SHRI SATYAPAL SAINI KE MAKAN TAK CC ROAD KA NIRMAN. VILLAGE - MANAK MAZRA BLOCK - BHAGWANPUR IA(KARYADAI SANTATHA) - NAGAR PANCHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","06-May-2024","753059"
"73","Normal/Others","WS/MP850/2023-2024/84691-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","RAJENDRA NAGAAR SAFIPUR MEIN MAIN ROAD DINESH SINGH RAWAT KE MAKAN SE SANJEEV KE MAKAN TAK CC ROAD EVAM NALI NIRMAN.. IA(KARYADAI SANTATHA - NAGAR PANCHAYAT PADALI GUJJAR)","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","11-Jul-2024","243116"
"74","Normal/Others","WS/MP850/2023-2024/84690-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","VILLAGE DARIYAPUR MEIN MAIN ROAD SE PANCHAYAT BHAWAN KI AUR CC ROAD KA NIRMAN IA(NAGAR PANCHAYAT PADALI GUJJAR)","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","01-Jul-2024","573051"
"75","Normal/Others","WS/MP850/2023-2024/84692-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","SHRI PAPPU KE MAKAN SE SHRI MAHENDRA KE MAKAN TAK CC ROAD KA NIRAM .. IA(KARYADAI SANTATHA- NAGAR PANCHAYAT PADALI GUJJAR)","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","02-Mar-2024","591230"
"76","Normal/Others","WS/MP850/2023-2024/70508-Construction of rooms and halls in school and colleges","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","POLICE MORDERN SCHOOL,POLICE LINE ROSHNABAD ,WARD NO. - 13, NAGAR PALIKA SHIVALIK NAGAR  MEIN EK KAKSH KA NIRMAN.  IA ( KARYADAI SANSTATHA)-NAGAR PALIKA PARISHAD SHIVALIK NAGAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","09-Jan-2025","992510"
"77","Normal/Others","WS/MP850/2023-2024/84726-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","MAIN ROAD SE RAMKISHAN KE MAKAN KI AUR INTERLOCKING TILES SE SARAK  NIRMAN .. IA(KARYADAI SANSTATHA)-PAGAR PALIKA PRAISHAD ,SHIVALIK NAGAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","29-Jun-2024","760061"
"78","Normal/Others","WS/MP850/2023-2024/84727-Construction of rooms and halls in school and colleges","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","SHRI GANDHI MAHILA SHILP VIDYALYA INTER COLLEGE ,ROORKEE MEIN CLASS ROOM KA NIRMAN .. IA( KARYADAI SANSTATHA) - NAGAR PALIKA PARISHAD SHIVALIK NAGAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","27-Oct-2025","1984000"
"79","Normal/Others","WS/MP850/2023-2024/25565-Construction of rooms and halls in school and colleges","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","construction of one additional room at ""VATSALYA VATIKA""HOSTEL in village BHADRABAD ,BLOCK BHADRABAD  IA(KARYADAI SANSTATHA)-NAGAR PALIKA PARISHAD SHIWALIKNAGAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","28-Jun-2024","1144250"
"80","Normal/Others","WS/MP850/2023-2024/84768-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","GRAM- AKODHA MUKHARMATPUR MEIN MAIN ROAD SE BALBIR KE MAKAN KI AUR CC ROAD KA NIRMAN.. IA(KARYADAI SANSTATHA ) -NAGAR PANCHAYAT SULTANPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","24-May-2024","838601"
"81","Normal/Others","WS/MP850/2023-2024/100851-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","WARD NO -9 AZAD NAGAR GANGA VIHAR COLONY MEIN SATISH KUMAR KE GHAR SE RAJIV KAUSHIK KE GHAR TAK CC ROAD NIRMAN.. IA( KARYADAI SANSTATHA ) - NAGAR PANCHAYAT SULTANPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","18-Jun-2024","791602"
"82","Normal/Others","WS/MP850/2023-2024/100850-Development of public parks","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","AZADNAGAR WARD NO-9 KE GANGA VIHAR COLONY MEIN IP INTER COLLEGE KE SAMNE PARK KA SONDARYEKARAN ... IA(KARYADAI SANSTATHA )- NAGAR PANCHAYAT SULTANPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","20-Aug-2024","584593"
"83","Normal/Others","WS/MP850/2023-2024/97008-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","GRAM HALLU MAJRA MEIN SUSHIL KE MAKAN SE HANUMAN MANDIR CHOWK TAK CC ROAD KA NIRMAN IA( KARYADAI SANSTATHA ) - NAGAR PANCHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","24-Oct-2024","640157"
"84","Normal/Others","WS/MP850/2023-2024/97011-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","GRAM BHARAMPURI KI SAHAJPURAM SOCIETY MEIN GALI NO - 6 MEIN CC ROAD NIRMAN. IA( KARYADAI SANSTATHA ) - NAGAR PANCHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","06-May-2024","662978"
"85","Normal/Others","WS/MP850/2023-2024/7823-Construction of rooms and halls in school and colleges","Uttarakhand","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","contruction of hall in jai mohan inter college .  IA (KARYADAI SANSTHA) - BLOCK RAMNAGAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","N/A","17-Dec-2024","1134515"
"86","Normal/Others","WS/MP850/2023-2024/97010-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","GRAM - BOODPUR MEIN MANJU CHAUDHARY KE FARM HOUSE SE GATTA FACTORY TAK INTERLOCKING TILES ROAD EVAM NALI NIRMAN KARYA ..  IA( KARYADAI SANSTATHA ) - NAGAR PANCHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","11-May-2024","992563"
"87","Normal/Others","WS/MP850/2023-2024/100866-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","KOTWALI LAKSAR MEIN MAHILA HELP DESK HETU ROOM EVAM TOILET KA NIRMAN.. IA(KARYADAI SANSTATHA )- NAGAR PANCHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","05-Feb-2025","990952"
"88","Normal/Others","WS/MP850/2023-2024/100867-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","GRAM PANCHAYAT KHANPUR ,VIKASKHAND KHANPUR KE THANA KHANPUR MEIN MAHILA HELP DESK HETU ROOM EVAM TOILET KA NIRMAN.. IA(KARYADAI SANSTATHA )- NAGAR PANCHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","27-Apr-2026","992793"
"89","Normal/Others","WS/MP850/2023-2024/100868-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","KOTWALI ROORKEE MEIN MAHILA HELP DESK HETU ROOM EVAM TOILET KA NIRMAN .. IA( KARYADAI SANSTATHA ) - NAGAR PANCHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","05-Feb-2025","945414"
"90","Normal/Others","WS/MP850/2023-2024/107469-Construction of buildings for community cultural activities","Uttarakhand","CHAMPAWAT(DISTRICT MAGISTRATE CHAMPAWAT_IDA)","CONSTRUCTION OF STAGE IN BASUN TOK OF VILLAGE JAWLARI IA(KARYADI SANASTATHA )- BLOCK PATI","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","19-Sep-2024","250000"
"91","Normal/Others","WS/MP850/2023-2024/107468-Construction of buildings for community cultural activities","Uttarakhand","CHAMPAWAT(DISTRICT MAGISTRATE CHAMPAWAT_IDA)","CONSTRUCTION OF PILLAR ALONG WITH SITE RECLAMATION IN BASUN TOK OF VILLAGE JAWLARI IA(KARYADAI SANSTATHA ) - BLOCK PATI","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","19-Sep-2024","249931"
"92","Normal/Others","WS/MP850/2023-2024/100869-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","THANA SHYAMPUR MEIN MAHILA HELP DESK HETU ROOM EVAM TOILET KA NIRMAN.. IA( KARYADAI SANSTATHA )- NAGAR PANCHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","05-Feb-2025","985228"
"93","Normal/Others","WS/MP850/2023-2024/100863-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","THANA KHANKHAL MEIN MAHILA HELP DESK HETU ROOM EVAM TOILET KA NIRMAN .. IA( KARYADAI SANSTATHA )- NAGAR PANCHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","05-Feb-2025","951274"
"94","Normal/Others","WS/MP850/2023-2024/100865-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","KOTWALI JAWALAPUR MEIN MAHILA HELP DESK HETU ROOM EVAM TOILET KA NIRMAN.. IA( KARYADAI SANSTATHA )- NAGAR PANCHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","05-Feb-2025","973919"
"95","Normal/Others","WS/MP850/2023-2024/98224-Development of public parks","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","GRAM - SIKANDERPUR                              BHAINSWAL MEIN DR. BHEEMRAO AMEDKAR PARK MEIN INTERLOCKING TILES  NIRMAN .. IA(KARYADAI SANSTATHA)- NAGAR PANCHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","09-Aug-2024","401716"
"96","Normal/Others","WS/MP850/2023-2024/99997-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","GRAM PANCHAYAT JHAJRA MEIN WARD NO - 12 BANSIWALA MEIN NIRMALA BISHT KE MAKAN SE CHAKRATA MARG TAK CC TILES ROAD NIRMAN .. IA(KARYADAI SANSTATHA )- NAGAR PALIKA PARISHAD HERBURTPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","09-Sep-2024","1500000"
"97","Normal/Others","WS/MP850/2023-2024/87159-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","GRAM PANCHAYAT PONDHA MEIN LAXMAN GARG KE MAKAN SE MOHAN POKHRIYAL KE MAKAN TAK CC TILES  SARAK NIRMAN KARYA.. IA( KARYADAI SANSTATHA)-NAGAR PALIKA PARISHAD HERBURTPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","09-Sep-2024","999517"
"98","Normal/Others","WS/MP850/2023-2024/85457-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","GRAM THAKURPUR (UMEDPUR) MEIN VISHNU VIHAR COLONY MEIN SHRI LAKHAN SINGH RANA KE MAKAN SE SHRI SUSHIL RANA KE MAKAN TAK SARAK NIRMAN.. IA(KARYADAI SANASTATHA) - NAGAR PALIKA PRAISHAD, HERBURTBUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","09-Sep-2024","499709"
"99","Normal/Others","WS/MP850/2023-2024/85456-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","GRAM UMEDPUR THAKURPUR MEIN SUMIT PANWAR KE GHAR SE BHAGWATI NAUTIYAL KE GHAR TAK SARAK NIRMAN. IA(KARYADAI SANTATHA) -   NAGAR PALIKA PARISHAD HERBURTPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","09-Sep-2024","499092"
"100","Normal/Others","WS/MP850/2024-2025/103006-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","THANA BAHADRABAD MEIN MAHILA HELP DESK HETU EK ROOM EVAM TOILET KA NIRMAN.. IA( KARYADAI SANSTATHA ) - NAGAR PANCHAYAT BHAGWANPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","09-Mar-2026","993238"
"101","Normal/Others","WS/MP850/2024-2025/103004-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","KOTWALI GANGNAHAR WARD 15 MEIN MAHILA HELP DESK HETU EK ROOM EVAM TOILET KA NIRMAN.. IA(KARYADAI SANSTATHA ) - NAGAR PANCHAYAT BHAGWANPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","09-Mar-2026","994144"
"102","Normal/Others","WS/MP850/2024-2025/103011-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","KOTWALI RANIPUR MEIN MAHLIHA HELP DESK HETU EK ROOM EVAM TOILET KA NIRMAN.. IA( KARYADAI SANSTATHA )- NAGAR PANCHAYAT BHAGWANPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","16-Mar-2026","993514"
"103","Normal/Others","WS/MP850/2024-2025/103010-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","THANA BUGGAWALA MEIN MAHILA HELP DESK HETU EK ROOM EVAM TOILET KA NIRMAN ..... IA(KARYADAI SANSTATHA ) - NAGAR PANCHAYAT BHAGWANPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","13-Mar-2026","977271"
"104","Normal/Others","WS/MP850/2023-2024/97009-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","GRAM BADHERI MEIN MAIN ROAD ISRAR KE MAKAN SE INTZAR KE MAKAN TAK CC ROAD EVAM NALI KA NIRMAN KARYA ..  IA ( KARYADAI SANTATHA ) NAGAR PANCHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","09-Aug-2024","621051"
"105","Normal/Others","WS/MP850/2023-2024/99995-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","GRAM PANCHAYAT HARIPUR KALAN WARD NO- 15 MEIN HARIOM KE MAKAN SE KRISHNA SHESH KE MAKAN TAK CC TILES ROAD NIRMAN.. IA(KARYADAI SANSTATHA )- NAGAR PALIKA PARISHAD HERBURTPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","04-Jul-2025","999363"
"106","Normal/Others","WS/MP850/2023-2024/99994-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","GRAM PANCHAYAT HARIPUR KALAN WARD NO- 14 MEIN SAPNA KE MAKAN SE DWEDI JI KE MAKAN TAK CC TILES ROAD NIRMAN.. IA(KARYADAI SANSTATHA)-NAGAR PALIKA PARISHAD HERBURTPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","03-Jun-2025","550000"
"107","Normal/Others","WS/MP850/2023-2024/99996-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","GRAM PAMCHAYAT HARIPUR KALAN WARD NO - 8 MEIN RAJESHWARI KE MAKAN SE MANOJ KE MAKAN TAK CC TILES ROAD NIRMAN KARYA .. IA( KARYADAI SANSTATHA ) - NAGAR PALIKA PARISHAD HERBURTPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","18-Oct-2025","459322"
"108","Normal/Others","WS/MP850/2024-2025/118048-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","GURUKUL MEIN MAIN ROAD SE SUBHASH KE MAKAN TAK ROAD NIRMAN ... IA(KARYADAI SANSTATHA ) - NAGAR PANCHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","05-Feb-2025","570847"
"109","Normal/Others","WS/MP850/2024-2025/118046-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","GRAM - BHAURI MEIN KAWAR SINGH KE MAKAN SE BHARACHNAR KI AUR INTERLOCKING TILES ROAD NIRMAN... IA(KARYADAI SANSTATHA ) - NAGAR PANCHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","01-Oct-2024","993514"
"110","Normal/Others","WS/MP850/2024-2025/118047-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","MANNAKEDHI MEIN MAIN ROAD SE AMIT KUMAR KE MAKAN KI AUR CC ROAD NIRMAN.. IA(KARYADAI SANSTATHA)- NAGAR PANCHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","27-Apr-2026","257060"
"111","Normal/Others","WS/MP850/2024-2025/106442-Purchase of furniture and fixtures for educational purposes","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","100 TABLE & CHAIR/BENCH AT GOVERNMENT INTER COLLEGE ,DHOBALWALA IA(KARYADAI SANSTATHA ) - NAGAR PALIKA PARISHAD HERBURTPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","07-Jul-2025","720000"
"112","Normal/Others","WS/MP850/2024-2025/106441-Purchase of furniture and fixtures for educational purposes","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","100 table & chair/bench at SHRI GURU RAM RAI INTER COLLEGE  SAHASPUR.. IA( KARYADAI SANSTATHA ) - NAGAR PALIKA PARISHAD HERBURTPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","19-Apr-2025","720000"
"113","Normal/Others","WS/MP850/2023-2024/105494-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","WARD - 54 MEIN PETROL PUMP SE VISHNU ANAND KE MAKAN TAK CC TILES ROAD NIRMAN ... IA( KARYADAI SANSTATHA ) - NAGAR PALIKA PARISHAD HERBURTPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","25-Nov-2024","298941"
"114","Normal/Others","WS/MP850/2023-2024/87161-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","RAJKIYE INTER COLLEGE ,PATEL NAGAR MEIN CC TILES KA NIRMAN KARYA .. IA ( KARYADAI SANTATHA)- NAGAR PALIKA PARISHAD HERBURTPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","25-Nov-2024","1298707"
"115","Normal/Others","WS/MP850/2023-2024/87160-Construction of common work sheds/ common covered sitting area","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","CONSTRUCTION OF COMMUNITY CENTRE/SHED AT GIC PATEL NAGAR IA(KARYADAI SANSTATHA )- NAGAR PALIKA PARISHAD HERBURTPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","25-Nov-2024","298429"
"116","Normal/Others","WS/MP850/2024-2025/105493-Construction of boundary walls of existing public and community buildings","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","SARASWATI SHISHU VIDYA MANDIR MAKHTI (POKHRI ) MEIN GATE EVAM BOUDARY WALL KA NIRMAN ... IA( KARYADAI SANSTATHA ) - NAGAR PALIKA PARISHAD HERBURTPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","16-Dec-2024","998060"
"117","Normal/Others","WS/MP850/2024-2025/99993-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","GRAM PANCHAYAT HARIPUR KALAN MEIN WARD NO - 13 MEIN SHIV RUDRA DHAM SE BHISHM PRATAP SINGH KE MAKAN TAK CC TILES ROAD NIRMAN IA(KARYADAI SANSTATHA) - NAGAR PALIKA PARISHAD HERBURTPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","04-Jul-2025","499553"
"118","Normal/Others","WS/MP850/2024-2025/99992-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","GRAM PANCHAYAT HARIPUR KALAN MEIN WARD NO- 13 MEIN NAVNEET GAUR KE MAKAN SE RAMA KRISHNA KE MAKAN TAK CC TILES ROAD NIRMAN . IA(KARYADAI SANSTATHA) - NAGAR PALIKA PARISHAD,HERBURTPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","04-Jul-2025","499759"
"119","Normal/Others","WS/MP850/2024-2025/85582-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","GRAM PANCHAYAT KOTI KE PAIHAR MUKYE SARAK SE DARSHAN SINGH ,CHETRAM,JOGENDRA SINGH ADI KE GHARO TAK CC ROAD NIRMAN ..SC/ST KHETR IA(KARYADAI SANSTATHA ) - BLOCK KALSI","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","23-Nov-2024","1976000"
"120","Normal/Others","WS/MP850/2024-2025/139680-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","saliyar mein manish saini,janeshwar saini ke makan ke pass se akhlakh ke makan ki aur interlocking tiles sadak nirman IA karyadai sanstatha - nagar panchayat Imli Khera","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","15-Dec-2024","1994111"
"121","Normal/Others","WS/MP850/2024-2025/134855-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","gram saur mein gadaka tok mein suraksha deewar ka nirman. iakaryadai sanstatha block mori","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","18-Dec-2024","994945"
"122","Normal/Others","WS/MP850/2024-2025/134498-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","gram saur kr motor road se gadaka tok tak cc road evam nali nirman. IA (karyadai sanstatha) block mori","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","N/A","21-Dec-2024","793583"
