"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"61","Normal/Others","WS/MP078/2023-2024/25105-Development of playground","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Development of Ground at Vill. Chabog G.P. Banahar, Teh. Kumarsain Dev. Block Narkanda Distt. Shimla H.P. (Executive Agency BDO Narkanda, Distt. Shimla)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","15-May-2026","100000"
"62","Normal/Others","WS/MP078/2024-2025/128246-Construction of rooms and halls in school and colleges","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","C/o of additional Room/Hall at Prem Public Sr. Sec. School Theog, Ward No.03, District Shimla (Executing Agency, BDO Theog)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","12-Dec-2025","200000"
"63","Normal/Others","WS/MP078/2023-2024/25438-Construction of additional rooms and halls in the existing public and community building","Himachal Pradesh","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","C/o additional rooms/Halls in Community Centre at Ravidas Basti VPO Jhamunh, Teh. Jaisinghpur, Dev. Block Lambagaon, Distt. Kangra (H.P.) as per recommendation of Sh. Madan Lal (Executing agency, BDO Lambagaon)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","16-Mar-2026","300000"
"64","Normal/Others","WS/MP078/2024-2025/140520-Purchase of books for public libraries/ digitization of library books","Himachal Pradesh","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Purchase of Books for School and Public Library at Nahan, District Sirmour through Dy. Director Higher Education Sirmour, Nahan (HP)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","14-Nov-2025","899934.21"
"65","Normal/Others","WS/MP078/2024-2025/140656-Purchase of books for public libraries/ digitization of library books","Himachal Pradesh","Lahaul And Spiti(DEPUTY COMMISSIONER L and S_IDA)","Purchase of Books for School and Public Library at Lahul,  through Dy. Director Higher Education, L&S (Keylong), District Lahual and Spiti (HP)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","18-Jul-2025","1799868.42"
"66","Normal/Others","WS/MP078/2023-2024/25213-Installation of multi-gym equipment","Himachal Pradesh","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Installation of open Multi Gym Equipment at Panchayat Delag Tikri, Dev. Block Gohar, Distt. Mandi H.P. (Executing Agency, BDO Gohar)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","20-Aug-2026","498836"
"67","Normal/Others","WS/MP078/2024-2025/149323-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o L/R with interlock and retaining/Protection Wall near the existing house of Sh. Raj Kumar and Sh. Amarjeet S/o Late Sh. Langu Ram Village Kathulag, G.P. Makkar, Dev. Block Bijhari, District Hamirpur (H.P.) as per recommendation of Sh. Raj Kumar. Executing agency BDO Bijhari.","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","23-Aug-2025","300000"
"68","Normal/Others","WS/MP078/2024-2025/115460-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o Pakka Path with interlock from Goshala to the house of Sh. Parminder Singh, Village Rih, G.P. Rih, Dev Block Tira Sujanpur, District Hamirpur (H.P.) (Executing Agency, BDO Tira Sujanpur)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","21-Feb-2026","50000"
"69","Normal/Others","WS/MP078/2024-2025/115461-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o Common path from Sh. Parminder Singh house to Main road Pakki Sadak Via Kua, Village Rih, G.P. Rih, Dev. Block Tira Sujanpur, District Hamirpur (H.P.) (Executing Agency, BDO Tira Sujanpur)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","16-Dec-2025","100000"
"70","Normal/Others","WS/MP078/2024-2025/147272-Installing hand pumps","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Installation of Hand Pump with Motor between the house of Smt. Sheela Devi and Raj Kumar Village Dagoh (Harijan Basti), Dev. Block Nadaun, District Hamirpur. Executing agency BDO, Nadaun.","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","23-May-2025","200000"
"71","Normal/Others","WS/MP078/2024-2025/146804-Street lights","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Installation of 5 Street Light at Village Jangal ( Harijan Basti), G.P. Dutrial, Dev. Block Nadun, District Hamirpur as per recommondation of Sh. Shambu Ram ( Retired Foret Ranger). Executing agency Him Urja H.P. Govt. District Hamirpur.","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","30-Aug-2025","82875"
"72","Normal/Others","WS/MP078/2024-2025/146822-Street lights","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Installation of two solar Street light at Shamshan ghat of Villagers Thamani Uparli( Harijan Basti), G.P. Saur, Dev. Block Bigar, District Hamirpur as per recommendation Sh. Ramesh Chand. Executing agency H.P. Him Urja District Hamirpur H.P.","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","30-Aug-2025","33150"
"73","Normal/Others","WS/MP078/2024-2025/150345-Street lights","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Installation of three solar light near the house of Sh Uttam Chand S/o Sh Birju Ram, BPO Karsai, G.P.Karsai, Dev. Block Bijar, District Hamirpur, As per recommendation of Sh Uttam Chand. Executing agency Him Urja H.P. Govt.","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","30-Aug-2025","49725"
"74","Normal/Others","WS/MP078/2024-2025/153077-Street lights","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Installation of Solar Lights near the house of  1. Ashwani Kaundal S/o Surinder Paul 2. Karam Chand S/o Ramtu Ram 3. Dhani Ram S/o Ramtu Ram 4. Rajkumar S/o Mansa Ram 5. Braham Das S/o Ramtu Ram 6. Mansa Ram S/o Late Sh. Sant Ram 7. Suresh Kumar S/o Kirpa Ram 8. Deshraj S/o Late Garib Das 9. Ramrath Kaundal S/o Late Kirpa Ram 10. Julfi Ram S/o Late Kirpa Ram All are from Village & G.P. Goes (SC Basti), Dev. Block Nadaun, District Hamirpur (H.P.) Executing agency: Him Urja Dept.(H.P.)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","30-Aug-2025","165750"
"75","Normal/Others","WS/MP078/2023-2024/103368-Purchase of books for public libraries/ digitization of library books","Himachal Pradesh","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District Chamba located in Urban and Rural areas","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","11-Dec-2024","1999640"
"76","Normal/Others","WS/MP078/2024-2025/157685-Street lights","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Installation of Two Solar Street Lights near the house of  1. Sh. Bansi Ram S/o Late Sh. Sant Ram, Village Ropa Rajputa,  2.  Two Solar Lights near the house of Sh. Rajkumar S/o Sh. Gyan Chand Village Ghumarwin  Dev. Block Bijhari, District Hamirpur. Executing agency: Him Urja, District Hamirpur (H.P.)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","30-Aug-2025","66300"
"77","Normal/Others","WS/MP078/2024-2025/157686-Street lights","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Installation of one solar street light near the house of Sh. Surjeet Kumar S/o Sh. Kuldeep Singh Village Batran, Dev. Block Nadaun, District Hamirpur. Executing agency: Him Urja District Hamirpur.","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","30-Aug-2025","16575"
"78","Normal/Others","WS/MP078/2024-2025/154574-Purchase of books for public libraries/ digitization of library books","Himachal Pradesh","Lahaul And Spiti(DEPUTY COMMISSIONER L and S_IDA)","Purchase of books for Schools and Public Library at Lahul, through Dy. Director Higher Education, L&S (Keylong), District Lahual and Spiti (HP). Executing agency: Dy. Director Higher Education.","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","18-Jul-2025","563581.2"
"79","Normal/Others","WS/MP078/2024-2025/154573-Purchase of books for public libraries/ digitization of library books","Himachal Pradesh","Lahaul And Spiti(DEPUTY COMMISSIONER L and S_IDA)","Purchase of Books for Schools and Public Library at Lahul, through Dy. Director Higher/Elementary Education, L&S (Keylong), District Lahual and Spiti (HP). Executing agency:Dy. Director, Higher Education","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","18-Jul-2025","2000000"
"80","Normal/Others","WS/MP078/2023-2024/13582-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o L/R from main Road to the house of Jagdish Rana Ward No. 4 G.P. Chabutra, Dev. Block Sujanpur Distt. Hamirpur (HP)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","15-Oct-2025","100000"
"81","Normal/Others","WS/MP078/2024-2025/140504-Construction of additional rooms and halls in the existing public and community building","Himachal Pradesh","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","C/o Completion and additional construction of rooms and hall of Ambedkar Bhawan Kharat, G.P. Kharat, Dev. Block Baroh, District  Kangra (HP) Executing agency BDO, Baroh Dev. Block Baroh","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","21-Mar-2026","998870"
"82","Normal/Others","WS/MP078/2024-2025/147107-Street lights","Himachal Pradesh","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Installation of two Solar Light  1. Near the house of Sh. J. R. Acharya,  2. Near Peepal Tree both at village Guler Ward No.5,  Tehsil Dehra District Kangra. Executing agency BDO, Dehra.","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","20-Jan-2026","33150"
"83","Normal/Others","WS/MP078/2024-2025/147110-Street lights","Himachal Pradesh","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Installation of One Solar Light near the house of Sh. Neeraj Kumar S/o Late Sh. Gautam Kumar Village Kehrian, Tehsil Jawali, District Kangra. Executing agency BDO, Jawali.","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","20-Jan-2026","16575"
"84","Normal/Others","WS/MP078/2024-2025/148961-Construction of boundary walls of existing public and community buildings","Himachal Pradesh","KULLU(DEPUTY COMMISSIONER KULLU_IDA)","C/o Retaining/Protection wall at Puaagi on Link Road Tandi,  G.P. Tandi, Dev. Block Banjar, District Kullu (HP). Executing agency BDO Banjar.","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","12-Jun-2025","198800"
"85","Normal/Others","WS/MP078/2024-2025/147270-Installation of multi-gym equipment","Himachal Pradesh","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Installation of Open Gym at G.P. Kural, Dev. Block Sulah at Bhedu Mahadev, District Kangra as per the recommendation of Sh. Sunny Shukla. Executing agency, BDO Sulah at Bhedu Mahadev.","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2026","298807"
"86","Normal/Others","WS/MP078/2023-2024/100963-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","C/o Pakka path from kathasu road upto Shishi Ram Rajta House, Village and G.P. Kathasu, Dev. Block Jubbal, District Shimla (H.P.) (Executing agency BDO, Jubbal)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","08-Apr-2025","300000"
"87","Normal/Others","WS/MP078/2024-2025/148996-Street lights","Himachal Pradesh","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Installation of Seven (07) Solar Street Lights near the house of  1. Sh. Kamlesh Kumar 2. Sh. Swroop Kumar 3. Sh. Payar Chand 4. Sh. Dulo Ram 5. Sh. Murli Ram 6. Sh. Jaimal Ram 7. Sh. Karmchand All are villagers of Village Ghar, G.P. Bandu, Dev. Block Panchrukhi, District Kangra as per recommendation of Sh. Ajay Kabir.  Executing agency P.O. Himurja.","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","19-Mar-2026","107835"
"88","Normal/Others","WS/MP078/2023-2024/48492-Providing drains and gutters for public drainage","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","C/o drainage system Ward No. 32 Sector 04 Opposite PHC, New Shimla to Rajahna Road New Shimla (Executing Agency MC, Shimla)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","29-Jan-2025",""
"89","Normal/Others","WS/MP078/2023-2024/107492-Construction of community centers and community halls","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","C/o Community Hall/Rooms at village Astandli, G.P. Sari, Dev. Block Jubbal, District Shimla (H.P.) (Executing Agency BDO, Jubbbal)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","28-May-2025","300000"
"90","Normal/Others","WS/MP078/2024-2025/140577-Purchase of books for public libraries/ digitization of library books","Himachal Pradesh","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Purchase of Books for School and Public Library at Nahan, District Sirmour through Dy. Director Elementary Education,  Nahan, District Sirmour (HP)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","12-Aug-2025","2000000"
"91","Normal/Others","WS/MP078/2024-2025/147284-Construction of water tanks","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","C/o water Tank at Atal Basti Village Kyarla, G.P. Poliya, Dev. Block Chaupal District Shimla as per recommendation of Sh. Sushil Rathor. Executing agency BDO Chaupal.","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","27-Feb-2026","300000"
"92","Normal/Others","WS/MP078/2024-2025/149012-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","C/o Ambulance road (soiling and Metaling with retaining wall) Kiar to Kaprol, Village Kaprol, G.P. Kiar, Dev. Block Theog, District Shimla. Executing agency BDO, Theog","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","12-Dec-2025","500000"
"93","Normal/Others","WS/MP078/2024-2025/148989-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","C/o L/R with interlock from main road to the house Sh. Tirlok Chand and Sh. Ajay Kumar, Village Ghar, Ward No. 02, G.P. Bandu, Dev. Block Panchrukhi, District Kangra (H.P.) Executing agency BDO Panchrukhi.","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","06-Aug-2025","200000"
"94","Normal/Others","WS/MP078/2024-2025/140575-Purchase of books for public libraries/ digitization of library books","Himachal Pradesh","SOLAN(DEPUTY COMMISSIONER SOLAN_IDA)","Purchase of Books for School and Public Library at Solan, District Solan through Dy. Director Higher Education, Solan (HP)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","01-Mar-2025","899934.21"
"95","Normal/Others","WS/MP078/2024-2025/149008-Purchase of books for public libraries/ digitization of library books","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Purchase of Books for School and Public Library at Hamirpur, District Hamirpur through Dy. Director Higher Education, Hamirpur, District Hamirpur (HP)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","27-Aug-2025","397452"
"96","Normal/Others","WS/MP078/2024-2025/147271-Installation of multi-gym equipment","Himachal Pradesh","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Installation of Open Gym at Village Lamhed, G.P. Bharwana, Dev. Block Panchrukhi, District Kangra as per recommendation of Sh. Sunny Shukla. Executing agency BDO, Panchrukhi.","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","21-Jun-2025","300000"
"97","Normal/Others","WS/MP078/2024-2025/173939-Purchase of books and periodicals for libraries/digitization of library books","Himachal Pradesh","Lahaul And Spiti(DEPUTY COMMISSIONER L and S_IDA)","Purchase of Books for Schools and Public Library at Lahul Spiti.","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","18-Jul-2025","1999100"
"98","Normal/Others","WS/MP078/2024-2025/147267-Installation of multi-gym equipment","Himachal Pradesh","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Installation of Open Gym at G.P. Kudail, Dev. Block Baijnath, District Kangra as per the recommendation of Sh. Sunny Shukla. Executing agency BDO, Baijnath.","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","21-Feb-2026","300000"
"99","Normal/Others","WS/MP078/2024-2025/151658-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","C/O Link Road with concrete work from Sungra to Shili Nali at Village Sungra, G.P. Kaljer/Matyana, Dev. Block Theog, District Shimla as per recommendation of Sh. Duni Chand Kashyap.  Executing agency BDO, Theog.","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","12-Dec-2025","199000"
"100","Normal/Others","WS/MP078/2024-2025/140508-Construction of shelters for animals","Himachal Pradesh","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","C/o Cow Shed at Village Bhararu, G.P. Bhararu, Dev. Block Padhar, District Mandi (HP), Executing agency, BDO, Padhar","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","23-Jun-2025","500000"
"101","Normal/Others","WS/MP078/2024-2025/140576-Purchase of books for public libraries/ digitization of library books","Himachal Pradesh","SOLAN(DEPUTY COMMISSIONER SOLAN_IDA)","Purchase of Books for School and Public Library at Solan, District Solan through Dy. Director Elementary Education, Solan (HP)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","13-Jun-2025","2000000"
"102","Normal/Others","WS/MP078/2024-2025/140581-Purchase of books for public libraries/ digitization of library books","Himachal Pradesh","KINNAUR(DEPUTY COMMISSIONER KINNAUR_IDA)","Purchase of Books for School and Public Library at Kalpa, District Kinnaur through Dy. Director Higher Education, Kalpa at Kinnaur, District Kinnaur (HP)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","29-Mar-2025","1999853"
"103","Normal/Others","WS/MP078/2024-2025/149203-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","C/o L/R from main road Chandni to the house of Sh. Sagar Singh Village Manal, G.P. Bhajon, Dev. Block Kamrau at Trilor Dhar, District Sirmour as per the recommendation of Sh. Baldev Tomar. Executing agency BDO, Kamrau at Trilor Dhar.","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","18-Mar-2026","200000"
"104","Normal/Others","WS/MP078/2024-2025/169599-Street lights","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Installation of 03 Solar Street Light","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","06-Apr-2026","46215"
"105","Normal/Others","WS/MP078/2024-2025/174875-Installing hand pumps","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Installation of Sumrishival Motor in the Handpump","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","23-Aug-2025","50000"
"106","Normal/Others","WS/MP078/2024-2025/164424-Purchase of books and periodicals for libraries/digitization of library books","Himachal Pradesh","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Purchase of books and periodicals for libraries","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","14-Nov-2025","599956"
"107","Normal/Others","WS/MP078/2024-2025/160241-Purchase of books for public libraries/ digitization of library books","Himachal Pradesh","UNA(DEPUTY COMMISSIOENR UNA_IDA)","Purchase of books for Schools and Public Library in District Una, through Dy. Director Elementary Education, Una at District Una (HP). Executing agency Dy. Director Elementary Education, Una(H.P.)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","05-Feb-2026","1996898"
"108","Normal/Others","WS/MP078/2024-2025/173985-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Construction of Road","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Feb-2026","100000"
"109","Normal/Others","WS/MP078/2024-2025/157682-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o Pacca path with protection wall (Danga) near the house of Sh. Pramod Singh Village Gharthun, G.P. Booni, Dev. Block Nadaun District Hamirpur (H.P.) Executing agency : BDO Nadaun.","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","06-Feb-2026","200000"
"110","Normal/Others","WS/MP078/2025-2026/176968-Construction of culverts and bridges","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Construction of Culvert near crematorium at Village Dhagoh SC Basti Gram Panchayat Badhera Development Block Nadaun District Hamirpur Himachal Pradesh Executing Agency BDO Nadaun","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","21-Aug-2026","200000"
"111","Normal/Others","WS/MP078/2025-2026/176966-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Construction of cremation ground and boundary wall in the vicinity of cremation ground at Village Dhagoh SC Basti Gram Panchayat Badhera Development Block Nadaun District Hamirpur Himachal Pradesh Executing Agency BDO Nadaun","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","21-Aug-2026","300000"
"112","Normal/Others","WS/MP078/2024-2025/165169-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Construction of roads, link roads, pathways or any other road with or without drainage system","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","31-Aug-2026","300000"
"113","Normal/Others","WS/MP078/2025-2026/181380-Purchase of books and periodicals for libraries/digitization of library books","Himachal Pradesh","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","District Mandi Through Dy Director Elementary Education Mandi District Mandi Himachal Pradesh","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","04-Sep-2025","1996880"
"114","Normal/Others","WS/MP078/2025-2026/186035-Renovation of ponds and lakes","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Cleaning drainage Renovation of Babdi and protection wall of link road near Babdi at Village Dhagoh SC Basti Gram Panchayat Badhera Development Block Nadaun District Hamirpur Himachal Pradesh Executing Agency BDO Nadaun","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","21-Aug-2026","200000"
"115","Normal/Others","WS/MP078/2025-2026/186030-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Construction of Pacca Path with protection wall near crematorium at Village Dhagoh SC Basti Gram Panchayat Badhera Development Block Nadaun District Hamirpur Himachal Pradesh Executing Agency BDO Nadaun","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","15-Nov-2025","300000"
"116","Normal/Others","WS/MP078/2024-2025/169590-Construction of boundary walls of existing public and community buildings","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Construction of Protection wall","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","18-Aug-2025","300000"
"117","Normal/Others","WS/MP078/2024-2025/160557-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o Upgration of Link Road  from Garli to Darkoti Road to Link road village Kotlu, G.P. Garli, Ward No. 3, Dev. Block Bijhri, Distt. Hamirpur (HP) as per recommendation of Sh. Vivek Sharma (Executing agency: Sub Divisional SOIL Conservation Officer, Hamirpur, Department of Agriculture)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","11-Aug-2025","300000"
"118","Normal/Others","WS/MP078/2025-2026/201559-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Construction of Pacca path with interlock from the house of Mehra towards Patiyal house in ward No 5 Gram Panchayat Mansibal Development Block Sullah District Kangra Executing Agency BDO Sullah","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","03-Apr-2026","149997"
"119","Normal/Others","WS/MP078/2025-2026/186874-Construction of boundary walls of existing public and community buildings","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Construction of Boundary Walls behind the house of Bhim Singh Son of Durga Singh and existing public and community buildings Village Dhar Gram Panchayat Shakrah Development Block Totu District Shimla Executing agency BDO Totu Shimla","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","15-Jan-2026","500000"
"120","Normal/Others","WS/MP078/2025-2026/201535-Street lights","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Installation of 02 Solar Street Lights at Village Dodan Gram Panchayat Majhiyar  Devlopment Block Nadaun as per recommendation of Suresh Chaudhary Executing agecny BDO Nadaun","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","05-Feb-2026","37350"
"121","Normal/Others","WS/MP078/2025-2026/169575-Street lights","Himachal Pradesh","UNA(DEPUTY COMMISSIOENR UNA_IDA)","installation of Solar Street Lights","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","16-Apr-2026","74700"
"122","Normal/Others","WS/MP078/2025-2026/187635-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Construction of Pacca Path from the house of Sh Gyan Chand to Crimination Ghat Village Baroha Development Block Hamirpur Gram Panchayat Baroha District Hamirpur Himachal Pradesh Executing agency BDO Hamirpur","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","21-Feb-2026","200000"
"123","Normal/Others","WS/MP078/2025-2026/201521-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Construction of Link road from the house of Bhagwan Das towards primary school Rakker Village Rakker Development Block Nadaun District Hamirpur H P Executing Agency BDO Nadaun","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","10-Aug-2026","200000"
