"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"113","Normal/Others","WS/MP18334/2025-2026/205214-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing CC Road from Shesambapuram R and B Road To Kummara Palli village, Shesambapuram GP, Rajampet Mandal","23-Jun-2025","600000","22-Jul-2025"
"114","Normal/Others","WS/MP18334/2025-2026/205215-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing CC Road at Housing Colony, Naramraju Palli Village, Akepadu GP, Rajampet Mandal","23-Jun-2025","700000","22-Jul-2025"
"115","Normal/Others","WS/MP18334/2025-2026/205225-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing CC road from S Kasim Sab house to S Hasan Basha house at Seethampeta of Thatiguntapalli Village Veeraballe Mandal","23-Jun-2025","500000","22-Jul-2025"
"116","Normal/Others","WS/MP18334/2026-2027/290423-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing internal CC road from Chinnam Sheshaiah house to Panta Lakshumaiah House at Nookinenipalli Habitation of Nookinenipalli Village, Nandalur Mandal","30-Jun-2026","490000","15-Jul-2026"
"117","Normal/Others","WS/MP18334/2026-2027/290424-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing internal CC road from Siddam Narasimhulu house to Gudisela Yanadamma house at Nookinenipalli SC Colony of Nookinenipalli Village, Nandalur Mandal","30-Jun-2026","200000","15-Jul-2026"
"118","Normal/Others","WS/MP18334/2026-2027/290425-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing road to Nakkapalli Habitation to burial ground of Nookinenipalli Village, Nandalur Mandal","30-Jun-2026","300000","15-Jul-2026"
"119","Normal/Others","WS/MP18334/2026-2027/287111-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing CC Road from Kundanellor & Gattumeedapalli Main Road to Kumarunipalli Ramalayam, Kundanellor, Nandalur Mandal","19-Jun-2026","490000","24-Jul-2026"
"120","Normal/Others","WS/MP18334/2026-2027/287112-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing CC Road from T.V. Puram Kotha Colony Main Road to Thunti Krishnaiah House, T.V. Puram GP, Nandalur Mandal","19-Jun-2026","400000","24-Jul-2026"
"121","Normal/Others","WS/MP18334/2026-2027/287113-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing CC Road from Thunti Krishnaiah House to Gadana Santaiah House, T.V. Puram GP, Nandalur Mandal","19-Jun-2026","305000","24-Jul-2026"
"122","Normal/Others","WS/MP18334/2026-2027/287114-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing CC Road from Chintakayalapalli Sivalayam to Koneru, Madanamohanapuram Village, Tangutur GP, Nandalur Mandal","19-Jun-2026","500000","24-Jul-2026"
"123","Normal/Others","WS/MP18334/2026-2027/287115-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing CC Road from Chintakayalapalli SC Colony to Burial Ground, Madanamohanapuram Village, Tangutur GP, Nandalur Mandal","19-Jun-2026","500000","24-Jul-2026"
"124","Normal/Others","WS/MP18334/2026-2027/287116-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Laying internal CC Road at Isukapalli H/o Nagireddypalli GP, Nandalur Mandal","19-Jun-2026","450000","24-Jul-2026"
"125","Normal/Others","WS/MP18334/2026-2027/287117-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing CC Road from Ankireddygaripalli RO System to Anganwadi Centre, Guttapalli Village, Sambepalle Mandal","19-Jun-2026","490000","15-Jul-2026"
"126","Normal/Others","WS/MP18334/2026-2027/287118-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing CC Road from Ankireddygaripalli Gram Panchayat Office to RO System in front of Sri Kodandaramalayam, Guttapalli Village, Sambepalle Mandal","19-Jun-2026","350000","15-Jul-2026"
"127","Normal/Others","WS/MP18334/2026-2027/287119-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing CC Road from Bidiki Ankireddygaripalli Road to Sri Ankalamma Temple, Guttapalli Village, Sambepalle Mandal","19-Jun-2026","500000","15-Jul-2026"
"128","Normal/Others","WS/MP18334/2025-2026/205226-Construction of culverts and bridges","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Construction of Culvert across Chavatavanka near Chamarthivandlapalli of Gurrappagaripalli GP of Veeraballe Mandal","23-Jun-2025","500000","22-Jul-2025"
"129","Normal/Others","WS/MP18334/2024-2025/134427-Construction of road under bridge","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing Internal CC road from J Penchalaiah House to Yesu House in ST Colony of Patur GP of Nandalur Mandal","30-Jul-2024","148368","12-Sep-2024"
"130","Normal/Others","WS/MP18430/2025-2026/244439-Improvement of electricity distribution infrastructure","Andhra Pradesh","Bapatla(DISTRICT COLLECTOR BAPATLA_IDA)","Shri Paka Venkata Satyanarayana (2025-28) (2025-2028)","Elected MP","Installation of new distribution transformers and allied electrical infrastructure to ensure uninterrupted power supply to existing community drinking water plants, for continuous provision of safe and clean drinking water to the residents.","29-Oct-2025","1600000","19-Dec-2025"
"131","Normal/Others","WS/MP18373/2026-2027/283041-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Bapatla(DISTRICT COLLECTOR BAPATLA_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","Construction of CC Road from Peravali James house to Peravali Abraham house in Perevalipalem (V), Vemuru Mandal, Bapatla District.","22-May-2026","900000","15-Jul-2026"
"132","Normal/Others","WS/MP18373/2026-2027/283042-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Bapatla(DISTRICT COLLECTOR BAPATLA_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","Construction of CC Road from Peravali Charamma house to Donam Musalaiah house in Peravalipalem (V), Vemuru Mandal, Bapatla District","22-May-2026","675000","16-Jul-2026"
"133","Normal/Others","WS/MP18373/2024-2025/176571-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Bapatla(DISTRICT COLLECTOR BAPATLA_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","Construction of CC Drain from Putchakayala Venkateswarlu house to RandB Road in Ward No 01 of Guntupalli Village and Grama Panchayat in Ballikurava Mandal, Bapatla District","19-Feb-2025","500000","11-Mar-2025"
"134","Normal/Others","WS/MP18428/2025-2026/234748-Construction of community centers and community halls","Andhra Pradesh","Bapatla(DISTRICT COLLECTOR BAPATLA_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Construction of Community Hall in 11th ward in Repalle Municipality, Bapatla District","17-Sep-2025","10000000","25-Sep-2025"
"135","Normal/Others","NA-Construction of community centers and community halls","Andhra Pradesh","Bapatla(DISTRICT COLLECTOR BAPATLA_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Construction of BC COMMUNITY HALL in Manduru Village, Tsundur Mandal, Bapatla District","05-Apr-2026","2500000","NA"
"136","Normal/Others","NA-Construction of community centers and community halls","Andhra Pradesh","Bapatla(DISTRICT COLLECTOR BAPATLA_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Construction of Community Hall at Pedapalle Village, Nagaram Mandal, Bapatla Dist.","25-Jun-2026","2700000","NA"
"137","Normal/Others","NA-Construction of community centers and community halls","Andhra Pradesh","Bapatla(DISTRICT COLLECTOR BAPATLA_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Construction of Community hall at Repalle Town, BAPATLA Dist","25-Jul-2026","3000000","NA"
"138","Normal/Others","WS/MP18373/2024-2025/165151-Construction of boundary walls of existing public and community buildings","Andhra Pradesh","Bapatla(DISTRICT COLLECTOR BAPATLA_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","Construction of Compound Wall to Burialground and Open Room with Roof Slab in Burialground at Medarametla Village adjacent to the Medarametla to Korisapadu Donka Road in Korisapadu Mandal, Bapatla District","13-Jan-2025","1375818","11-Mar-2025"
"139","Normal/Others","WS/MP18373/2025-2026/215498-Installing community drinking water plants","Andhra Pradesh","Bapatla(DISTRICT COLLECTOR BAPATLA_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","Providing RO Plant with Shed in SC Colony Ward No 7, Ravinuthala Village, Korisapadu Mandal, Bapatla Distict.","07-Jul-2025","600000","29-Jul-2025"
"140","Normal/Others","WS/MP18373/2025-2026/215499-Installing community drinking water plants","Andhra Pradesh","Bapatla(DISTRICT COLLECTOR BAPATLA_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","Providing RO Plant with Shed in SC Colony Ward No 8, Ravinuthala Village, Korisapadu Mandal, Bapatla Distict.","07-Jul-2025","600000","29-Jul-2025"
"141","Normal/Others","WS/MP18373/2025-2026/239904-Installing community drinking water plants","Andhra Pradesh","Bapatla(DISTRICT COLLECTOR BAPATLA_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","Providing RO plant with Storage Tanks in Medarametla Village and GP, Korisapadu Mandal, Bapatla District.","04-Oct-2025","500000","15-Nov-2025"
"142","Normal/Others","WS/MP18373/2024-2025/165124-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Bapatla(DISTRICT COLLECTOR BAPATLA_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","Construction of CC Road towards East Side near Ankammathalli temple in Anamanamuru Village,Korisapadu Mandal,Bapatla District","13-Jan-2025","480986","11-Mar-2025"
"143","Normal/Others","WS/MP18373/2024-2025/165125-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Bapatla(DISTRICT COLLECTOR BAPATLA_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","Construction of CC Road towards West Side near Ankammathalli temple in Anamanamuru Village,Korisapadu Mandal,Bapatla District","13-Jan-2025","491876","11-Mar-2025"
"144","Normal/Others","WS/MP18373/2024-2025/165126-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Bapatla(DISTRICT COLLECTOR BAPATLA_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","Construction of CC Road towards North Side near Ankammathalli temple in Anamanamuru Village,Korisapadu Mandal,Bapatla District","13-Jan-2025","498483","11-Mar-2025"
"145","Normal/Others","WS/MP18373/2024-2025/165127-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Bapatla(DISTRICT COLLECTOR BAPATLA_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","Construction of CC Road towards South Side near Ankammathalli temple in Anamanamuru Village,Korisapadu Mandal, Bapatla District","13-Jan-2025","496407","11-Mar-2025"
"146","Normal/Others","WS/MP18373/2024-2025/165120-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Bapatla(DISTRICT COLLECTOR BAPATLA_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","Construction of CC Drain from Putchakayala Brahmanandam house to Shaik Miravali house in ward No 07 of Guntupalli Village and Grama Panchayat in Ballikurava Mandal, Bapatla District","13-Jan-2025","500000","11-Mar-2025"
"147","Normal/Others","WS/MP18428/2026-2027/289697-Providing supply pipelines for drinking water","Andhra Pradesh","Bapatla(DISTRICT COLLECTOR BAPATLA_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Addtional grant for Augumentation of PWS Scheme to Borravaripalem GP, Nijampatnam Mandal, Bapatla District","27-Jun-2026","2000000","20-Jul-2026"
"148","Normal/Others","WS/MP18334/2026-2027/287091-Construction of rooms and halls in school and colleges","Andhra Pradesh","CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Upgradation to MPPS Reddyvaripalle at Polakala H/o. Polakala GP in Irala Mandal","19-Jun-2026","490000","19-Aug-2026"
"149","Normal/Others","WS/MP18334/2026-2027/286852-Construction of boundary walls of existing public and community buildings","Andhra Pradesh","CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Construction of Compound wall and Minor Repairs to Morampalle ST School at Kothuru ST Colony of Morampalle GP in Irala Mandal","19-Jun-2026","499000","19-Aug-2026"
"150","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Laying of CC road from G Ramesh House to K Perebba House at Kothuru Layout of Morampalle GP in Irala Mandal","09-Aug-2026","499000","NA"
"151","Normal/Others","WS/MP18427/2026-2027/302234-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Providing CC road from Ramulaswamy temple to SC colony sunkesula road khajipet Kadapa District","08-Aug-2026","1000000","27-Aug-2026"
"152","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing CC road from Bhairava Swamy temple to Obulesu Swamy Temple Thappetavari Palli Village, Pennaperuru GP, Vontimitta Mandal","09-Aug-2026","500000","NA"
"153","Normal/Others","WS/MP18427/2026-2027/284188-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Providing of CC Road, CC Drain S Sumanth Reddy house to Auditor Pavan Kumar reddy House, Poddutur","28-May-2026","2000000","27-Aug-2026"
"154","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing of CC Road from Main Road to Anathapur Gangamma Gudi, Rachagudipalle Village, Vontimitta","07-Aug-2026","800000","NA"
"155","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing of CC Road from Sachivalayam Back side to Main Road.  Rachapally Village, Vontimitta Mandal","07-Aug-2026","800000","NA"
"156","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing of CC Road at Dontarapally Village, Vontimitta Mandal","07-Aug-2026","500000","NA"
"157","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Road From Seethapuram H.W to Pitchigunta colony of Rachagudipalle Village, Vontimitta Mandal","07-Aug-2026","500000","NA"
"158","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Formation of metal Road from Bridge to Prathap Naidu Peddakona fields of Balarajupalli (V) in Rollamadugu Grama Panchayat of Rajampet Mandal","06-Aug-2026","475000","NA"
"159","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Formation of metal road from Reninthala Arundathi wada R.Buduguntapalli Panchayat CC Road to Temple Road to Reninthala Village of Rajampet Mandal","06-Aug-2026","350000","NA"
"160","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Formation of metal road from Bathulaiah Temple to Naramrajupalli gravel road to Sheshamambapuram Panchayat Balireddygaripalli (V) of Rajampet Mandal","06-Aug-2026","400000","NA"
"161","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Formation of metal road from Nayuni Nageswar Naidu agricultural fields to R&B road at Mittamedapalli Panchayat Mittamedapalli Village of Rajampet Mandal","06-Aug-2026","400000","NA"
"162","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Formation of metal road from Kunta to Ramachandra Reddy agricultural land road at Seetharampuram Village, Kuppavarpalli Panchayat of Rajampet Mandal","06-Aug-2026","350000","NA"
"163","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Formation of Road from Seetharampuram to M. Raja Reddy Agricultural Land at Seetharampuram (V), Kuppavarpalli (GP) of Rajampet Mandal","06-Aug-2026","450000","NA"
"164","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Formation of metal road from Thotti Bhayi to Kattakindapalli H.W at Achanapalli Village Akepadu Panchayat of Rajampet Mandal","06-Aug-2026","450000","NA"
"165","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Construction of CC Drain at Narayanaraju peta from Nayanapalli Anudeep House site to Entrance of Narayanaraju peta at Nagireddypalli GP of Nandalur Mandal","07-Aug-2026","300000","NA"
"166","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Construction of CC Drain at Narayanarajupeta from Mukkara Ramaiaha House site to Nayanapalli Anudeep House site at Nagireddypalli GP of Nandalur Mandal","07-Aug-2026","300000","NA"
"167","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing internal CC Road from Daddam Brahmaiah house to Kutalamma of Lebaka GP in Nandalur Mandal","07-Aug-2026","350000","NA"
"168","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Improvements to the rural road from R&B Road to Malleswari Fields at Chintalakunta village in YC Palli of Tangutur GP, Nandalur Mandal","07-Aug-2026","435000","NA"
"169","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing CC Road from 123 Wards Anamala Venkateswarlu House to Hindu Burial ground road of Kotha Madhavaram Village of Vontimitta Mandal","07-Aug-2026","700000","NA"
"170","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing internal CC Road from VB Road to Burial ground in Salabad Village of Vontimitta Mandal","07-Aug-2026","500000","NA"
"171","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing CC Road from Tailor Rama Krishna house to C. Kothapalli at Kondamachupally Village of Vontimitta Mandal","07-Aug-2026","600000","NA"
"172","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing CC Road from Akbar Basha House to Anwar Basha house at Nandalur -1 GP in Nandalur Mandal","07-Aug-2026","490000","NA"
"173","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing CC Road from Yellamma Temple to Madagalam Sreeramulu house at Eedarapalli Nandalur GP in Nandalur Mandal","07-Aug-2026","290000","NA"
"174","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing CC Road from  Military mahabub house at Nandalur 2 GP in Nandalur Mandal","07-Aug-2026","200000","NA"
"175","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing wearing coat from Aravapalli ground approach road to Diyyala Penchal kumar House at Aravapalli village of Nagireddipalli GP In Nandalur Mandal","07-Aug-2026","180000","NA"
"176","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Construction of Drain at Aravapalli (V) From New GP office to Railway Gate at Nagireddypalli GP of Nandalur Mandal","07-Aug-2026","400000","NA"
"177","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Improvements to road from Puthavandlapalli Harijanawada to Srikanth Reddy fields in Somavaram Village, Veeraballi Mandal","09-Aug-2026","500000","NA"
"178","Normal/Others","WS/MP18334/2026-2027/290429-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing CC Road from Police Quarters to Burial ground in Vontimitta Village, Vontimitta Mandal","30-Jun-2026","500000","28-Jul-2026"
"179","Normal/Others","WS/MP18334/2026-2027/290430-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing CC road from Anjaneyulu house to Marama Temple Vontimitta Village, Vontimitta Mandal","30-Jun-2026","600000","28-Jul-2026"
"180","Normal/Others","WS/MP18334/2026-2027/287093-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing internal CC Road from D.No.55/90 to 55/201 and D.No.55/42 to 55/50 at Chowtapalli, Kadapa Municipal Corporation","19-Jun-2026","730000","28-Jul-2026"
"181","Normal/Others","WS/MP18427/2026-2027/295141-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Construction of the CC Road from G Srinivas House to Anyam Raja House in Narasaramaiah garu pally in 49 Division Kadapa Municipal Corporation","14-Jul-2026","1900000","27-Aug-2026"
