"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"68","Normal/Others","WS/MP146/2024-2025/138891-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) in Kumhar Basti, Vill. Lalpur, Gram Panchayat Lalpur, P.S. & V. S. Rajakheda, Dist. Dholpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","09-Jan-2026","109993"
"69","Normal/Others","WS/MP146/2024-2025/138707-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) at the street of Manoj, Vill. Hanumanpura, Gram Panchayat Basaikare, P.S. Rajakhera, Dist. Dholpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","10-Jan-2026","109993"
"70","Normal/Others","WS/MP146/2024-2025/138526-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) near house of Tatu Pandit, Vill. Hanumanpura,  Gram Panchayat Basaikare, P.S. Rajakhera, Dist. Dholpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","09-Jan-2026","109993"
"71","Normal/Others","WS/MP146/2024-2025/138524-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) in Dhobi Basti in Vill. Jasupura, Gram Panchayat Jasupura, P.S. Mania/Rajakhera, Dist. Dholpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","09-Jan-2026","109993"
"72","Normal/Others","WS/MP146/2024-2025/138384-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) at house of Pradeep Singh, Vill. Neemdada, Gram Panchayat Samauna, P.S. Rajakhera, Dist. Dhaulpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","09-Jan-2026","109993"
"73","Normal/Others","WS/MP146/2024-2025/138371-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) in Jatav Basti, Vill. Karkakherli, Vill. Dihauli, P.S. Rajakhera, Dist. Dhaulpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","09-Jan-2026","109993"
"74","Normal/Others","WS/MP146/2024-2025/138359-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) in Jatav Basti, Vill. Purapatiram, Vill. Dihauli, P.S. Rajakhera, Dist. Dhaulpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","09-Jan-2026","109993"
"75","Normal/Others","WS/MP146/2024-2025/138364-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) in Jatav Basti, Vill. Purapatiram, Vill. Dihauli, P.S. Rajakhera, Dist. Dhaulpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","09-Jan-2026","109993"
"76","Normal/Others","WS/MP146/2024-2025/138376-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) at Mewaram ka Adda, Vill. Bhagpura, Gram Panchayat Dhaudhi ka Pura, P.S. Rajakhera, Dist. Dhaulpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","09-Jan-2026","109993"
"77","Normal/Others","WS/MP146/2024-2025/138708-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) near the house of Ramlakshman, Vill. Bichola Bagh, Bichola, Gram Panchayat Kotapura, P.S. Rajakhera, Dist. Dholpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","10-Jan-2026","109993"
"78","Normal/Others","WS/MP146/2024-2025/138521-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) near the house of Veeru S/o Vasudev in Vill. Shankarpura, Vill. Kotpura, P.S. Rajakhera, Dist. Dholpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","09-Jan-2026","109993"
"79","Normal/Others","WS/MP146/2024-2025/138523-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) near the house of Suresh S/o Khoobchand in Vill. Shankarpura, Vill. Kotpura, P.S. Rajakhera, Dist. Dholpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","09-Jan-2026","109993"
"80","Normal/Others","WS/MP146/2024-2025/138520-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) at Jagdish ka adda in Vill. Kherli, Gram Panchayat Kherli, P.S. Rajakhera, Dist. Dholpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","09-Jan-2026","109993"
"81","Normal/Others","WS/MP146/2024-2025/141415-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","Salumbar(DISTRICT COLLECTOR Salumbar_IDA)","Construction of Interlocking tiles road in Govt. Higher Secondary School, Sadkari Parisar of Gram Panchayat Sadkari, P.S. Semari, Dist. Salumbar (Old Dist. Udaipur)","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","N/A","11-Feb-2026","980554"
"82","N/A","WS/MP146/2025-2026/24466-Construction of rooms and halls in school and colleges","Rajasthan","BEED(DISTRICT COLLECTOR BEED_IDA)","Construction of Class Room in a College Saraswati Mahavidyalaya, Mauli Vidyapeeth Trust, Kaij, Dist. Beed, Maharashtra","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","28-May-2025","2455417"
"83","Normal/Others","WS/MP146/2025-2026/196262-Construction of community centers and community halls","Rajasthan","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Construction of Community Centre and boundary wall in Village Edalpur, Bhandari Andruni, Todabhim, Gangapur City, Karauli","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","N/A","04-Feb-2026","999181"
"84","Normal/Others","WS/MP146/2025-2026/197417-Construction of community centers and community halls","Rajasthan","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Construction of Community Centre (Samudayik Bhawan - Nichla Mohalla) Kitchen Shed and Interlocking works at Gram Panchayat Meloosar, PS Ratangarh, Dist Churu","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","10-Aug-2026","972905"
"85","Normal/Others","WS/MP146/2025-2026/196263-Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes","Rajasthan","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Construction of CC Road Tiles Kharanja from Sampat Bairwa to SC Basti, Rajour, Gram Panchayat Bhandari Andruni, Gangapur City, Karauli","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","N/A","04-Feb-2026","967269"
"86","Normal/Others","WS/MP146/2025-2026/196272-Construction of culverts and bridges","Rajasthan","BANSWARA(DISTRICT COLLECTOR BANSWARA_IDA)","Construction of Culvert (Pulia) at Kamji ka kheda, on the way to Shamshaan Ghat, Gram Panchayat Kanra, Panchayat Samiti Ghatol, Dist. Banswara","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","N/A","26-Dec-2025","999950"
"87","Normal/Others","WS/MP146/2025-2026/197416-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Rajasthan","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Construction of Dulawa Shamshaan Ghaat with its complete development and Interlocking on Main Road in Village and Gram Panchayat Pundarpada, PS Baijupada, District Dausa","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","N/A","07-Sep-2025","1496380"
"88","Normal/Others","WS/MP146/2025-2026/217007-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Construction of CC Road Interlocking Tiles from Bairwa Basti to Chetram Meena house in Gram Panchayat Azizpur, P.S. Todabhim, Dist. Gangapur City","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jan-2026","986906"
"89","Normal/Others","WS/MP146/2025-2026/217006-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Construction of CC Road Interlocking Tiles from Naka towards Bhatta in Gram Panchayat Azizpur, P.S. Todabhim, Dist. Gangapur City","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jan-2026","990147"
"90","Normal/Others","WS/MP146/2025-2026/216809-Construction of rooms and halls in school and colleges","Rajasthan","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Construction of Shades on Prayer Place for Students at Govt. High Primary School in Dhani Bhambhuan, Village Dhansiya, V. S. and P.S. Nohar, Dist. Hanumangarh","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","05-Feb-2026","636450"
"91","Normal/Others","WS/MP146/2025-2026/177026-Development of playground","Rajasthan","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","Installation of Tin Shed and other development works in the playground of Govt Higher Secondary School Patoda Village and Gran Panchayat Patoda PS Lachhmangarh Dist Sikar","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","27-Jul-2026","1499999"
"92","Normal/Others","WS/MP146/2025-2026/216988-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Construction of Interlocking tiles road in Dhani Badwali Dagolai from Main Road towards the residence of Shivdan, Gram Panchayat Paparda, P.S. Nangal Rajawatan, Dist. Dausa","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","N/A","15-Oct-2025","998731"
"93","Normal/Others","WS/MP146/2025-2026/216987-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Construction of Interlocking tiles road from Damar Road towards the residence of Mool Chand Patel Bhakton ki Dhani Balawas, Gram Panchayat Dharanwas, P.S. Nangal Rajawatan, Dist. Dausa","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","N/A","16-Oct-2025","999562"
"94","Normal/Others","WS/MP146/2025-2026/198370-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA)","Construction of C.C. Block cum Drainage (Nali) from Pani ki Tanki chowk to the house of Shyam Singh, Nawad, Gram Panchayat Dhananwa, P.S. Makrana, Dist. Didwana Kuchaman, Nagaur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","N/A","14-May-2026","999967"
"95","Normal/Others","WS/MP146/2025-2026/198369-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA)","Construction of C.C. Block cum Drainage from the house of Laxman Singh towards Sarvajanik Chowk, Jiwadiya, Gram Panchayat Dhananwa, P.S. Makrana, Dist. Didwana Kuchaman, Nagaur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","N/A","14-May-2026","999300"
"96","Normal/Others","WS/MP146/2025-2026/198371-Installing tube-wells and borewells","Rajasthan","Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA)","Installation of Single Phase Tube-wells with its accessories near Community Centre, Nawad, Gram Panchayat Dhananwa, P.S. Makrana, Dist. Didwana Kuchaman, Nagaur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","N/A","14-May-2026","496592"
"97","Normal/Others","WS/MP146/2025-2026/216997-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Construction of Interlocking CC Road from Basra Chowraha towards Mandir, Gram Panchayat Basda, P.S. Bandikui, Dist. Dausa","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","N/A","08-Nov-2025","997710"
"98","Normal/Others","WS/MP146/2025-2026/216998-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Construction of CC Interlocking Road from the house of Mandori towards Tiladi Dhani, Gram Panchayat Patan, P.S. Sikrai, Dist. Dausa","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","N/A","18-Dec-2025","995963"
"99","Normal/Others","WS/MP146/2024-2025/138712-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) in Kushwah Basti Ramavtar, Vill. Maniya, Gram Panchayat Maniya, P.S. Dhaulpur, Dist. Dholpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","28-Nov-2025","103504"
"100","Normal/Others","WS/MP146/2024-2025/138875-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) in Muslim Basti, Vill. Maniya, Gram Panchayat Maniya, P.S. Mania/Dhaulpur, Dist. Dholpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","02-Dec-2025","109800"
"101","Normal/Others","WS/MP146/2024-2025/138877-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) near Agrawal Mandir, Vill. Maniya, Gram Panchayat Maniya, P.S. Mania/Dhaulpur, Dist. Dholpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","02-Dec-2025","108318"
"102","Normal/Others","WS/MP146/2024-2025/138879-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) near the house of Deena Lodha, Vill. Maniya, Gram Panchayat Maniya, P.S. Mania/Dhaulpur, Dist. Dholpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","02-Dec-2025","103874"
"103","Normal/Others","WS/MP146/2025-2026/236897-Construction of common work sheds/ common covered sitting area","Rajasthan","BIKANER(DISTRICT COLLECTOR BIKANER_IDA)","Construction of Tinshade in front side of Community Centre at South West gate in Guwad, Gram Panchayat Phulasar Bara, P.S. Bajju Khalsa, Dist. Bikaner","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","30-Jan-2026","1500000"
"104","Normal/Others","WS/MP146/2025-2026/216913-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Construction of Interlocking Road from Gurjar Sikka Dhani towards Boarder of Geejgarh Boundary, Chainpura, Gram Panchayat Patan, Panchayat Samiti Sikrai, District Dausa","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","N/A","08-Dec-2025","998289"
"105","Normal/Others","WS/MP146/2025-2026/196397-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","Jaipur Gramin(DISTRICT COLLECTOR Jaipur Gramin_IDA)","Construction of CC Block from Birdichand Jadwal house towards Kaladora Road in Village Malikpur, Gram Panchayat Malikpur, P S Govindgarh, Chomu, Jaipur Rural","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","08-May-2026","976609"
"106","Normal/Others","WS/MP146/2025-2026/196791-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","Khairthal-Tijara(DISTRICT COLLECTOR KHAIRTHAL TIJARA_IDA)","Interlocking Tiles Kharanja construction work from Main Road via Shamshaan Ghaat to the house of Hariram in Gram Panchayat Gahankar, P.S. Tijara, Khairthal Tijara","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","03-Jan-2026","982875"
"107","Normal/Others","WS/MP146/2024-2025/138880-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) near the railway line, Vill. Maniya, Gram Panchayat Maniya, P.S. Mania/Dhaulpur, Dist. Dholpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","05-Jan-2026","105726"
"108","Normal/Others","WS/MP146/2024-2025/138885-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) near the house of Amresh, Vill. Kalupura, Gram Panchayat Hinauta, P.S. Mania/Dhaulpur, Dist. Dholpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","05-Jan-2026","103015"
"109","Normal/Others","WS/MP146/2024-2025/138886-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) near the house of Hariom, Vill. Kaluapura, Gram Panchayat Hinauta, P.S. Mania/Dhaulpur, Dist. Dholpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","05-Jan-2026","103015"
"110","Normal/Others","WS/MP146/2024-2025/138890-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) near the house of K K in Ward No.2, Vill. Mania, Gram Panchayat Maniyan, P.S. Mania/Dhaulpur, Dist. Dholpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","05-Jan-2026","107948"
"111","Normal/Others","WS/MP146/2024-2025/138888-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) in Srivastava Basti, Vill. Bothpura, Gram Panchayat Bothpura, P.S. Dhaulpur, Dist. Dholpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","05-Jan-2026","89312"
"112","Normal/Others","WS/MP146/2025-2026/217012-Construction of buildings for community cultural activities","Rajasthan","BIKANER(DISTRICT COLLECTOR BIKANER_IDA)","Extension of Sanskrutik Bhawan and its developmental works in Gram Panchayat Mandal Charnan, P.S. Kolayat, Dist. Bikaner","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","N/A","23-Feb-2026","1499907"
"113","Normal/Others","WS/MP146/2024-2025/138882-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) Mehtar Basti, Vill. Dandauli, Gram Panchayat Dubati, P.S. Mania/Dhaulpur, Dist. Dholpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","14-Jan-2026","109510"
"114","Normal/Others","WS/MP146/2024-2025/138873-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) in Jatav Basti, Vill. Maniya, Gram Panchayat Maniya, P.S. Mania/Dhaulpur, Dist. Dholpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","14-Jan-2026","103504"
"115","Normal/Others","WS/MP146/2024-2025/138338-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) in Saxena Basti, Ward No.3, Mania, Gram Panchayat Mania, P.S. Mania/Dholpur Dist. Dhaulpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","14-Jan-2026","107948"
"116","Normal/Others","WS/MP146/2024-2025/138874-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) in Dhobi Basti, Vill. Maniya, Gram Panchayat Maniya, P.S. Mania/Dhaulpur, Dist. Dholpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","14-Jan-2026","107948"
"117","Normal/Others","WS/MP146/2024-2025/138860-Installing hand pumps","Rajasthan","DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA)","Installation of Handpump (Tubewell) in Pahariya Basti, Vill. Maniya, Gram Panchayat Maniya, P.S. Dhaulpur, Dist. Dholpur","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","14-Jan-2026","106096"
"118","Normal/Others","WS/MP146/2025-2026/217230-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","Construction of Interlocking Road from Bhimsar Nand Road towards Narottam Sihag ki dhani, Gram Panchayat Nand, Alsisar, Vidhan Sabha Mandawa, Dist. Jhunjhunu","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","N/A","25-Feb-2026","1194041"
"119","Normal/Others","WS/MP146/2024-2025/159913-Construction of public toilets and bathrooms","Rajasthan","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Construction of Kitchen, Toilet and Bathroom in Dhiman Dharamshala in Ward No.2, Kaithal Municipal Council, Dist. Kaithal","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","21-Feb-2026","496607"
"120","Normal/Others","WS/MP146/2024-2025/159912-Construction of additional rooms and halls in the existing public and community building","Rajasthan","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Construction of Hall and Stairs on First Floor of Sunar Sakal (Verma) Dharamshala in Ward No.2, Siwan Gate, Kaithal Municipal Council, Dist. Kaithal","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","21-Feb-2026","995935"
"121","Normal/Others","WS/MP146/2025-2026/217231-Development of playfields and sports grounds","Rajasthan","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","Leveling and Boundary Wall of Sports Ground and construction of Track in Shaheed Subedar Nihal Singh Govt. Higher Secondary School, Nooniya Gothra, P.S. Chirawa, Dist. Jhunjhunu","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","Images","21-Jul-2026","1476538"
"122","Normal/Others","WS/MP146/2025-2026/258592-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Construction of Interlocking Road from Rajput ki Dhani to Cremenation Ground Sultanpur in Gram Panchayat Theekariya, P.S. Sikrai, Dist. Dausa","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","N/A","16-Apr-2026","599148"
"123","Normal/Others","WS/MP146/2025-2026/258594-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Construction of Interlocking Road towards the house of Hansa in Kheda Paharpur in Gram Panchayat Theekariya, P.S. Sikrai, Dist. Dausa","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","N/A","16-Apr-2026","238522"
"124","Normal/Others","WS/MP146/2025-2026/268871-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Construction of C.C. Interlocking Road from Ganga Mata Temple towards the house of Jeevan Prajapat, Village Anantwara, Bandiqui, Dist. Dausa","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","N/A","07-May-2026","499157"
"125","Normal/Others","WS/MP146/2025-2026/268870-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Construction of C.C. Interlocking Road from Dabalya Mahadar house towards Shyana Mahavar house, Village Anantwara, Bandiqui, Dist. Dausa","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","N/A","07-May-2026","498996"
"126","Normal/Others","WS/MP147/2023-2024/72918-Construction of boundary walls of existing public and community buildings","Rajasthan","BARMER(DISTRICT COLLECTOR BARMER_IDA)","Saarvajanik Vaachanaalay kee Chaar divaaree va Vistaar Kaarya may Shauchaalay Nirmaan Kaary Raajasv Gaon Kamaal Khaan Kee Bastee","Shri Pramod Tiwari (2022-28) (NaN-NaN)","Elected MP","Images","16-Jan-2025","1000000"
"127","Normal/Others","WS/MP147/2023-2024/93838-Construction of public libraries and reading rooms","Rajasthan","JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA)","For the construction work of public reading room at Bhan Singh's residence in Gram Panchayat Jhinjhinyali, Panchayat Samiti Fatehgarh, District Jaisalmer, Legislative Assembly Constituency Jaisalmer.","Shri Pramod Tiwari (2022-28) (NaN-NaN)","Elected MP","Images","03-Jul-2024","1000000"
"128","Normal/Others","WS/MP147/2023-2024/100116-Construction of public libraries and reading rooms","Rajasthan","Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA)","For construction of community building in Gram Panchayat Barangana.","Shri Pramod Tiwari (2022-28) (NaN-NaN)","Elected MP","N/A","27-May-2025","999975"
"129","Normal/Others","WS/MP147/2024-2025/72926-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA)","For construction work of drain with interlocking tiles in Sikh Mohalla village Udaipur Niham.","Shri Pramod Tiwari (2022-28) (NaN-NaN)","Elected MP","Images","05-Jul-2024","1499750"
"130","Normal/Others","WS/MP147/2024-2025/102177-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","For construction of CC road from Pura towards main road in Gram Panchayat Gorda.","Shri Pramod Tiwari (2022-28) (NaN-NaN)","Elected MP","N/A","13-Aug-2025","999921"
"131","Normal/Others","WS/MP147/2024-2025/83255-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","BARMER(DISTRICT COLLECTOR BARMER_IDA)","Intaraloking Sadak Nirmaan Kaarya Daamar Sadak se Vabhootonee Bhilon kee dhaanee tak, laakholaee naadi","Shri Pramod Tiwari (2022-28) (NaN-NaN)","Elected MP","Images","03-Feb-2026","1000000"
"132","Normal/Others","WS/MP147/2024-2025/102234-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","ALWAR(DISTRICT COLLECTOR ALWAR_IDA)","For construction of security wall along CC road /interlocking from Panchayat building towards school in Gram Panchayat Nangal Rupa.","Shri Pramod Tiwari (2022-28) (NaN-NaN)","Elected MP","N/A","09-Sep-2024","998357"
"133","Normal/Others","WS/MP147/2023-2024/86044-Construction of public libraries and reading rooms","Rajasthan","JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA)","Nainadaan jee ka Vaas, Graam Panchaayat- Baarath ka Gaanv mein Saarvajanik Vaachanaalay Nirmaan.","Shri Pramod Tiwari (2022-28) (NaN-NaN)","Elected MP","Images","09-Aug-2026","1000000"
"134","Normal/Others","WS/MP147/2024-2025/133088-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA)","For the construction work of gravel road from village Narsingo's Dhani to Premaram/Chunraram Meghwal's Dhani.","Shri Pramod Tiwari (2022-28) (NaN-NaN)","Elected MP","Images","24-Jul-2025","1000000"
"135","Normal/Others","WS/MP147/2024-2025/133089-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA)","For construction of gravel road from Deva main road to Junia Pohra in Gram Panchayat-Hadda.","Shri Pramod Tiwari (2022-28) (NaN-NaN)","Elected MP","Images","24-Jul-2025","1498000"
