"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"81","Normal/Others","WS/MP225/2024-2025/158948-Lighting of public spaces","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Installation of a Hybrid Solar High-Mast Light","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","08-Jul-2025","496500"
"82","Normal/Others","WS/MP225/2024-2025/158946-Lighting of public spaces","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Installation of a Hybrid Solar High-Mast Light","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","08-Jul-2025","496500"
"83","Normal/Others","WS/MP225/2024-2025/158950-Lighting of public spaces","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Installation of a Hybrid Solar High-Mast Light","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","08-Jul-2025","496500"
"84","Normal/Others","WS/MP225/2024-2025/158951-Lighting of public spaces","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Installation of a Hybrid Solar High-Mast Light","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","08-Jul-2025","496500"
"85","Normal/Others","WS/MP225/2024-2025/164106-Construction of additional rooms and halls in the existing public and community building","Chhattisgarh","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Construction of an additional yard (Aahata) in the existing community centre(Sahu Para) at Deradih village, Sub-District Tundara, District Baloda Bazar, Chhattisgarh.","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","N/A","31-Oct-2025","199000"
"86","Normal/Others","WS/MP225/2024-2025/164098-Retrofitting in essential lifeline buildings","Chhattisgarh","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Construction of a public toilet in the existing community centre (Sahu Para) at Deradih village, Sub-District Tundara, District Baloda Bazar, Chhattisgarh.","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","N/A","31-Oct-2025","199589"
"87","Normal/Others","WS/MP225/2024-2025/164101-Installing tube-wells and borewells","Chhattisgarh","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Installing tube-wells and borewells in the existing community centre (Sahu Para) at Deradih village, Sub-District Tundara, District Baloda Bazar, Chhattisgarh.","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","N/A","31-Oct-2025","149984"
"88","Normal/Others","WS/MP225/2024-2025/164102-Construction of common work sheds/ common covered sitting area","Chhattisgarh","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Construction of a common Kitchen shed in the existing  community centre (Sahu Para) at Deradih village, Sub-District Tundara, District Baloda Bazar, Chhattisgarh.","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2025","149000"
"89","Normal/Others","WS/MP225/2024-2025/164099-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Construction of C.C. approach road in the community centre (Sahu Para)at Deradih village, Sub-District Tundara, District Baloda Bazar, Chhattisgarh.","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","23-Jul-2025","99808"
"90","Normal/Others","WS/MP225/2024-2025/164104-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Construction of CC road from the main road to Santosh home in Deradih village, Sub-District Tundara, District Baloda Bazar, Chhattisgarh.","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","23-Jul-2025","299000"
"91","Normal/Others","WS/MP225/2024-2025/164103-Construction of additional rooms and halls in the existing public and community building","Chhattisgarh","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Construction of additional rooms and halls for women in the existing community centre (Sahu Para)at Deradih village, Sub-District Tundara, District Baloda Bazar, Chhattisgarh.","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","N/A","31-Oct-2025","699000"
"92","Normal/Others","WS/MP225/2025-2026/192634-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Construction of CC road from Shiv Ghar to Barchowk","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","17-Sep-2025","974953"
"93","Normal/Others","WS/MP225/2025-2026/192636-Construction of culverts and bridges","Chhattisgarh","Balrampur-Ramanujganj(District Collector BALRAMPUR_IDA)","Puliya construction near Gauthan","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","12-Sep-2025","998613"
"94","Normal/Others","WS/MP225/2025-2026/192635-Construction of culverts and bridges","Chhattisgarh","SURGUJA(Collector Surguja_IDA)","Puliya construction near Krishna Agriculture land","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","08-Jan-2026","998196"
"95","Normal/Others","WS/MP225/2025-2026/191556-Construction of community centers and community halls","Chhattisgarh","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Construction of community centers and community halls at Sahu Para, Village Baijnath, Kasdol Subdivision, Baloda Bazar District, Chhattisgarh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","N/A","05-Dec-2025","2000000"
"96","Normal/Others","WS/MP225/2025-2026/164100-Construction of common work sheds/ common covered sitting area","Chhattisgarh","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Floor construction in the existing community centre (Sahu Para) at Deradih village, Sub-District Tundara, District Baloda Bazar, Chhattisgarh.","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","N/A","05-Dec-2025","262000"
"97","Normal/Others","WS/MP225/2025-2026/192637-Development of playground","Chhattisgarh","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Leveling of the Government Middle School ground located at Rampur.","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","23-Jul-2025","1499000"
"98","Normal/Others","WS/MP225/2025-2026/191560-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Construction of CC Road from the residence of Komal Sahu to the pond","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","N/A","05-Jan-2026","1000000"
"99","Normal/Others","WS/MP225/2025-2026/204791-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Construction of road from Main Road to Ten Ghat, Village Panchayat Maini,Bagicha, Jashpur.","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","1499836"
"100","Normal/Others","WS/MP225/2025-2026/204790-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Construction of road from Main Road to Sarana Approach Road, Village Panchayat Maini, Subdivision Bagicha, District Jashpur.","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","1499677"
"101","Normal/Others","WS/MP225/2025-2026/192631-Construction of common work sheds/ common covered sitting area","Chhattisgarh","MUNGELI(Collector Mungeli_IDA)","Construction of a shed for General Public","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","N/A","02-Oct-2025","990035"
"102","Normal/Others","WS/MP225/2025-2026/192633-Development of playfields and sports grounds","Chhattisgarh","MUNGELI(Collector Mungeli_IDA)","Construction of a playground at Government Primary School located in Bhaisa Muda under Sambalpur Gram Panchayat","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","N/A","02-Oct-2025","999040"
"103","Normal/Others","WS/MP225/2025-2026/192632-Development of playground","Chhattisgarh","MUNGELI(Collector Mungeli_IDA)","Leveling of the school ground","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","N/A","02-Oct-2025","999782"
"104","Normal/Others","WS/MP225/2025-2026/180132-Installation of multi-gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Primary Matric Scheduled Caste Boys Hostel Birra Bamhnidih Janjgir Champa","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","18-Sep-2025","500000"
"105","Normal/Others","WS/MP225/2025-2026/180133-Installation of multi-gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Primary Matric Scheduled Caste Boys Hostel Kera Nawagarh Janjgir Champa","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","18-Sep-2025","500000"
"106","Normal/Others","WS/MP225/2025-2026/180134-Installation of multi-gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Primary Matric Scheduled Caste Boys Hostel Tanaud Pamgarh Janjgir Champa","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","18-Sep-2025","500000"
"107","Normal/Others","WS/MP225/2025-2026/159537-Purchase of smart boards, visual display units and projectors","Chhattisgarh","Kabeerdham(DISTRICT COLLECTOR KABIRDHAM)","Supply and installation of smart boards, visual display units, and projectors","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","04-Aug-2025","999999"
"108","Normal/Others","WS/MP225/2025-2026/180135-Installation of multi-gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Primary Matric Scheduled Caste Boys Hostel Sasha Pamgarh Janjgir Champa","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","18-Sep-2025","500000"
"109","Normal/Others","WS/MP225/2025-2026/180136-Installation of multi-gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Primary Matric Scheduled Caste Girls Hostel Pahariya Baloda Janjgir Champa","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","18-Sep-2025","500000"
"110","Normal/Others","WS/MP225/2025-2026/180137-Installation of multi-gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Primary Matric Scheduled Caste Boys Hostel Khisora Baloda Janjgir Champa","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","18-Sep-2025","500000"
"111","Normal/Others","WS/MP225/2025-2026/180138-Installation of multi-gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Primary Matric Scheduled Caste Girls Hostel Budgahan Baloda Janjgir Champa","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","18-Sep-2025","500000"
"112","Normal/Others","WS/MP225/2025-2026/180139-Installation of multi-gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Primary Matric Scheduled Caste Girls Hostel Tilai Akaltara Janjgir Champa","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","18-Sep-2025","500000"
"113","Normal/Others","WS/MP225/2025-2026/180140-Installation of multi-gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Primary Matric Scheduled Caste Girls Hostel Kapan Akaltara Janjgir Champa","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","18-Sep-2025","500000"
"114","Normal/Others","WS/MP225/2025-2026/180141-Installation of multi-gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Primary Matric Scheduled Caste Girls Hostel Kotmi Sonar Akaltara Janjgir Champa","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","18-Sep-2025","500000"
"115","Normal/Others","WS/MP225/2025-2026/180142-Installation of multi-gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Pre Matric Scheduled Tribe Boys Hostel Akaltara Akaltara Janjgir Champa","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","18-Sep-2025","500000"
"116","Normal/Others","WS/MP225/2025-2026/180143-Installation of multi-gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Pre Matric Scheduled Tribe Girls Hostel Nariyara Akaltara Janjgir Champa","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","18-Sep-2025","500000"
"117","Normal/Others","WS/MP225/2025-2026/180144-Installation of multi-gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Pre Matric Scheduled Tribe Girls Hostel Pondidalha Akaltara Janjgir Champa","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","18-Sep-2025","500000"
"118","Normal/Others","WS/MP225/2025-2026/180145-Installation of multi-gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Pre Matric Scheduled Tribe Girls Hostel Salkhan Shivrinarayan Janjgir Champa","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","18-Sep-2025","500000"
"119","Normal/Others","WS/MP225/2025-2026/180150-Installation of multi-gym equipment","Chhattisgarh","SAKTI(COLLECTOR SAKTI_IDA)","Primary Matric Scheduled Caste Boys Hostel Kachanda Jaijaipur Shakti","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","19-Sep-2025","500000"
"120","Normal/Others","WS/MP225/2025-2026/180151-Installation of multi-gym equipment","Chhattisgarh","SAKTI(COLLECTOR SAKTI_IDA)","Primary Matric Scheduled Caste Boys Hostel Parsadih Jaijaipur Shakti","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","19-Sep-2025","500000"
"121","Normal/Others","WS/MP225/2025-2026/180152-Installation of multi-gym equipment","Chhattisgarh","SAKTI(COLLECTOR SAKTI_IDA)","Primary Matric Scheduled Caste Boys Hostel Tushar Jaijaipur Shakti","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","19-Sep-2025","500000"
"122","Normal/Others","WS/MP225/2025-2026/180153-Installation of multi-gym equipment","Chhattisgarh","SAKTI(COLLECTOR SAKTI_IDA)","Primary Matric Scheduled Caste Girls Hostel Lawsara Sakti","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","19-Sep-2025","500000"
"123","Normal/Others","WS/MP225/2025-2026/180154-Installation of multi-gym equipment","Chhattisgarh","SAKTI(COLLECTOR SAKTI_IDA)","Primary Matric Scheduled Caste Girls Hostel Malkharoda Shakti","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","19-Sep-2025","500000"
"124","Normal/Others","WS/MP225/2025-2026/159536-Purchase of smart boards, visual display units and projectors","Chhattisgarh","Kabeerdham(DISTRICT COLLECTOR KABIRDHAM)","Supply and installation of smart boards, visual display units, and projectors","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","04-Aug-2025","999999"
"125","Normal/Others","WS/MP225/2025-2026/159535-Purchase of smart boards, visual display units and projectors","Chhattisgarh","Kabeerdham(DISTRICT COLLECTOR KABIRDHAM)","Supply and installation of smart boards, visual display units, and projectors","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","04-Aug-2025","999999"
"126","Normal/Others","WS/MP225/2025-2026/159539-Purchase of smart boards, visual display units and projectors","Chhattisgarh","Kabeerdham(DISTRICT COLLECTOR KABIRDHAM)","Supply and installation of smart boards, visual display units, and projectors","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","04-Aug-2025","999998"
"127","Normal/Others","WS/MP225/2025-2026/159538-Purchase of smart boards, visual display units and projectors","Chhattisgarh","Kabeerdham(DISTRICT COLLECTOR KABIRDHAM)","Supply and installation of smart boards, visual display units, and projectors","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","04-Aug-2025","999998"
"128","Normal/Others","WS/MP225/2025-2026/191561-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Construction of CC Road from the residence of Mangal Das to the residence of Ramesh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","N/A","05-Dec-2025","1000000"
"129","Normal/Others","WS/MP225/2025-2026/191558-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Construction of CC Road from the Ram Say Shop to Kirtan Ghar in Village Panchayat Nardha Kasdol Baloda Bazar Chhattisgarh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","N/A","18-Mar-2026","1000000"
"130","Normal/Others","WS/MP225/2025-2026/191559-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Construction of CC Road from the residence of Pustam to Fuleshwar residence in Village Khaira under Gram Panchayat Barpani Kasdol Baloda Bazar Chhattisgarh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","N/A","10-Feb-2026","1000000"
"131","Normal/Others","WS/MP225/2025-2026/199844-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","MUZAFFARPUR(DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA)","Construction of PCC road from the residence of Sunil Singh to the residence of Ajay Singh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","25-Dec-2025","1474766"
"132","Normal/Others","WS/MP225/2025-2026/191538-Lighting of public spaces","Chhattisgarh","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Installation of Hybrid High-Mast Street Light","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","29-Sep-2025","399902"
"133","Normal/Others","WS/MP225/2025-2026/191537-Lighting of public spaces","Chhattisgarh","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Installation of Hybrid High-Mast Street Light","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","29-Sep-2025","399902"
"134","Normal/Others","WS/MP225/2025-2026/191536-Lighting of public spaces","Chhattisgarh","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Installation of Hybrid High-Mast Street Light","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","29-Sep-2025","399902"
"135","Normal/Others","WS/MP225/2025-2026/191544-Lighting of public spaces","Chhattisgarh","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Installation of Hybrid High-Mast Street Light","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","29-Sep-2025","399902"
"136","Normal/Others","WS/MP225/2025-2026/191543-Lighting of public spaces","Chhattisgarh","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Installation of Hybrid High-Mast Street Light","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","29-Sep-2025","399902"
"137","Normal/Others","WS/MP225/2025-2026/191542-Lighting of public spaces","Chhattisgarh","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Installation of Hybrid High-Mast Street Light","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","29-Sep-2025","399902"
"138","Normal/Others","WS/MP225/2025-2026/191541-Lighting of public spaces","Chhattisgarh","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Installation of Hybrid High-Mast Street Light","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","29-Sep-2025","399902"
"139","Normal/Others","WS/MP225/2025-2026/191540-Lighting of public spaces","Chhattisgarh","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Installation of Hybrid High-Mast Street Light","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","29-Sep-2025","399902"
"140","Normal/Others","WS/MP225/2025-2026/191539-Lighting of public spaces","Chhattisgarh","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Installation of Hybrid High-Mast Street Light","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","29-Sep-2025","399902"
"141","Normal/Others","WS/MP225/2025-2026/191549-Lighting of public spaces","Chhattisgarh","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Installation of Hybrid High-Mast Street Light","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","29-Sep-2025","399902"
"142","Normal/Others","WS/MP225/2025-2026/191548-Lighting of public spaces","Chhattisgarh","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Installation of Hybrid High-Mast Street Light","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","30-Sep-2025","399902"
"143","Normal/Others","WS/MP225/2025-2026/191547-Lighting of public spaces","Chhattisgarh","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Installation of Hybrid High-Mast Street Light","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","30-Sep-2025","399902"
"144","Normal/Others","WS/MP225/2025-2026/191546-Lighting of public spaces","Chhattisgarh","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Installation of Hybrid High-Mast Street Light","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","30-Sep-2025","399902"
"145","Normal/Others","WS/MP225/2025-2026/191545-Lighting of public spaces","Chhattisgarh","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Installation of Hybrid High-Mast Street Light","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","30-Sep-2025","399902"
"146","Normal/Others","WS/MP225/2025-2026/191555-Lighting of public spaces","Chhattisgarh","RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA)","Installation of Hybrid High-Mast Street Light","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","30-Sep-2025","399902"
"147","Normal/Others","WS/MP225/2025-2026/190777-Lighting of public spaces","Chhattisgarh","SURGUJA(Collector Surguja_IDA)","Installation of Hybrid Solar High Mast Light","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","10-Nov-2025","499668"
"148","Normal/Others","WS/MP225/2025-2026/207305-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Road work from the main road to Machari Dumarpani Basti in Gram Panchayat Butanga Sub District Bagicha District Jashpur Chhattisgarh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","14-Jan-2026","1449626"
"149","Normal/Others","WS/MP225/2025-2026/226094-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Construction of CC road from the house of Tulshi God to the residence of Moti God.","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","N/A","22-Jan-2026","1000000"
"150","Normal/Others","WS/MP225/2025-2026/214153-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Construction of CC road from the residence of Hari Shankar to Puni Ram residence in the Village and Gram Panchayat Tanaud Subdistrict Pamgarh of Janjgir Champa District of Chhattisgarh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","13-Feb-2026","995455"
"151","Normal/Others","WS/MP225/2025-2026/214152-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Construction of CC road from the residence of Kashi Ram Kewat to Hirauwa Kewat residence in the Village and Gram Panchayat Bhuigaon Subdistrict Pamgarh of Janjgir Champa District of Chhattisgarh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","13-Feb-2026","986530"
"152","Normal/Others","WS/MP225/2025-2026/214150-Provision of escalator and travellators for public use","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Construction of drainage from Pani Tanki to residence of Amal Diha in Village Deori Subdistrict Pamgarh Jahangir Champa District Chhattisgarh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","24-Mar-2026","998568"
"153","Normal/Others","WS/MP225/2025-2026/214151-Development of playfields and sports grounds","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Leveling of the Government School playground in Village Singhaldeep in Gram Panchayat Pandariya Subdistrict Pamgarh of Janjgir Champa District of Chhattisgarh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","18-Feb-2026","997058"
"154","Normal/Others","WS/MP225/2025-2026/206965-Development of playfields and sports grounds","Chhattisgarh","PAPUM PARE(DEPUTY COMMISSIONER PAPUM PARE_IDA)","Construction of a playground at T Happa near Rach Tabio village of Sagalee ADC of Papum Pare district of Arunachal Pradesh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","04-Apr-2026","2462527"
"155","Normal/Others","WS/MP225/2025-2026/250309-Setting up crops conservation facilities","Chhattisgarh","SURGUJA(Collector Surguja_IDA)","Construction of embankment work at Chamitti River near the agricultural land of Manglu located in Nagam village Lundra Sub district Surguja District Chhattisgarh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","16-Feb-2026","1499964"
"156","Normal/Others","WS/MP225/2025-2026/262664-Construction of culverts and bridges","Chhattisgarh","SURGUJA(Collector Surguja_IDA)","Construction of an RCC culvert in the Korba Basti village Panchayat Nagam, Lundra Subdivision, Surguja District, Chhattisgarh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","25-Mar-2026","1519933"
"157","Normal/Others","WS/MP225/2025-2026/268688-Construction of culverts and bridges","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Construction of RCC culvert on Sarna approach road, Village Maini, Sub-District Bagicha, District Jashpur.","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","02-Apr-2026","1299778"
"158","Normal/Others","WS/MP225/2025-2026/255017-Installation of fixed garden gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Installation of multigym equipment in Pre Matric Scheduled Caste Boys Hostel Village Jharna Janjgir Champa District of Chhattisgarh","Smt. Ranjeet Ranjan (2022-28) (NaN-NaN)","Elected MP","Images","27-Aug-2026","1000000"
