"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"76","Normal/Others","WS/MP096/2025-2026/180871-Lighting of public spaces","Kerala","KASARAGOD(DISTRICT COLLECTOR KASARAGOD_IDA)","Setting up of Low  Mast light near Muttumthala Juma Masjid, Ward No.18, Ajnur  Panchayath.","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","03-Mar-2026","191352"
"77","Normal/Others","WS/MP096/2024-2025/145600-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Karinthar – TP Colony road/pathway, Ward No. 13, Karulai Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","05-Mar-2026","366609"
"78","Normal/Others","WS/MP096/2025-2026/238407-Purchase Books for Library","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Purchasing of Books for Grama Malayalam Library and Reading room, Ward No. 05, Karulai Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","07-Mar-2026","50000"
"79","Normal/Others","WS/MP096/2024-2025/145608-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Pattakarimb ST Colony road /pathway, ward no.07, Amarambalam Panchayat (ST)","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","07-Mar-2026","1799264"
"80","Normal/Others","WS/MP096/2025-2026/181262-Purchase of IT systems, including hardware and software for educational purposes","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Purchasing of Computers for GMLP School, Mampad, Mampad Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","14-Mar-2026","141750"
"81","Normal/Others","WS/MP096/2025-2026/273965-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA)","Construction of Chenkulam Mangapara Ambazhachal road or pathway, Ward No. 03, Vellathooval Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","13-Mar-2026","968677"
"82","Normal/Others","WS/MP096/2025-2026/182270-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA)","Construction of Tharavattathu - Kannankara Road or Pathway, Ward No.23, Thevalakkara Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","17-Mar-2026","400111"
"83","Normal/Others","WS/MP096/2024-2025/149252-Lighting of public spaces","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Setting up of High mast light at Vayalpeedika town, Ward no.02, Vanimal Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","18-Mar-2026","476000"
"84","Normal/Others","WS/MP096/2024-2025/145595-Purchase of furniture and fixtures for educational purposes","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Installation of sound system at Govt. UP School, Myladi, Ward No. 08, Chaliyar Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","19-Mar-2026","112580"
"85","Normal/Others","WS/MP096/2025-2026/181261-Purchase of IT systems, including hardware and software for educational purposes","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Purchasing of Computers for GLPS, Pathiri padam, Edakkara Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","23-Mar-2026","660000"
"86","Normal/Others","WS/MP096/2025-2026/180744-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Construction of Mayyil Koralayituruth Namaskarapalli  Vishnu temple road or pathway, Mayyil Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","N/A","18-Apr-2026","1346756"
"87","Normal/Others","WS/MP096/2025-2026/221013-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Parammal Anganvadi - Parachina road or pathway, ward no. 12, Kodur Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","N/A","27-Mar-2026","399174"
"88","Normal/Others","WS/MP096/2025-2026/190717-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Ayanikkad Billoonikkunnu road or pathway ward no 38 Malappuram Municipality","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","23-Apr-2026","3633700"
"89","Normal/Others","WS/MP096/2025-2026/220998-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Pokkattukuzhi  Perunnamkunnu Link road or pathway, ward no.04, Irimbiliyam Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","30-Jul-2026","770929"
"90","Normal/Others","WS/MP096/2025-2026/180770-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Areekattparambu SC Colony road or pathway, ward No. 02, Vengara Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","28-Apr-2026","198611"
"91","Normal/Others","WS/MP096/2025-2026/145348-Construction of additional rooms and halls in the existing public and community building","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of a portion of the first storey building of C H Mohammed Koya Chair for Studies on Developing Societies at University of Calicut, Ward No.22, Pallikkal Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","30-Jul-2026","2317482"
"92","Normal/Others","WS/MP096/2025-2026/181146-Lighting of public spaces","Kerala","KASARAGOD(DISTRICT COLLECTOR KASARAGOD_IDA)","Setting up of Low mast light at Chuzhikkayam - Pallithatt, ward No. 17, West Eleri Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","05-May-2026","191552"
"93","Normal/Others","WS/MP096/2025-2026/237569-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Poosali road or pathway, Ward No.7, Nannammukku Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","N/A","07-May-2026","395174"
"94","Normal/Others","WS/MP096/2025-2026/182271-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA)","Construction of Kodampil - Kallelibhagam road or pathway, Ward No.23, Thevalakkara Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","06-May-2026","398780"
"95","Normal/Others","WS/MP096/2025-2026/181252-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Churangara Tharayilpeedika parakuzhi road or  pathway, Ward No 15, Ozhur Panchayath","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","12-May-2026","818016"
"96","Normal/Others","WS/MP096/2025-2026/190714-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Churangara Tharayil peedika prakuzhi road to Thalakkattoor churangara road or pathway Ward no 15 Ozhur Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","12-May-2026","818329"
"97","Normal/Others","WS/MP096/2025-2026/221008-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Palode - Mulanppilakkal road or pathway, ward no.19, Urgattiri Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","N/A","08-May-2026","256570"
"98","Normal/Others","WS/MP096/2025-2026/273563-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Construction 1st reach of Meeranvetty - Onnam block road or pathway, Block No.10, Ward no.11, Peringammala Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","08-May-2026","358810"
"99","Normal/Others","WS/MP096/2024-2025/174073-Lighting of public spaces","Kerala","KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA)","Setting up of mini mast light at Aalinmood junction, Ward no. 19, Thrikkovilvattam Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","N/A","11-May-2026","225314"
"100","Normal/Others","WS/MP096/2025-2026/271102-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Construction 2nd reach of Meeranvetty  Onnam block road or pathway, Block No.06, Ward no.11, Peringammala Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","12-May-2026","485418"
"101","Normal/Others","WS/MP096/2025-2026/182239-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Construction of Meeranvettikarikkakam - Chathimangalam - Kattilakuzhi road or pathway, Ward No.10, Peringammala Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","12-May-2026","793821"
"102","Normal/Others","WS/MP096/2025-2026/220989-Purchase of vans and buses for educational institutions","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Purchasing of School bus for JNRHSS, Edavanna Ward No. 08, Edavanna Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","06-Aug-2026","2172209"
"103","Normal/Others","WS/MP096/2026-2027/177181-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Construction of Ariyoor Paduvilkulamb road or pathway, Ward No.09 Kottopadam Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","14-Aug-2026","647657"
"104","Normal/Others","WS/MP096/2026-2027/280880-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Panichola chenan road or pathway, Ward no. 05, Karulai Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","30-Jul-2026","402537"
"105","Normal/Others","WS/MP096/2025-2026/220993-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Puliyattukulam Smart road or pathway, Ward No.13, Kodur Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","06-Aug-2026","333280"
"106","Normal/Others","WS/MP096/2025-2026/181145-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Thanikkal Thozhuthumpilakkal road Ward No.10, Valiyad Side Kodur Panchayath","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","06-Aug-2026","500223"
"107","Normal/Others","WS/MP096/2025-2026/181264-Purchase of IT systems, including hardware and software for educational purposes","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Setting up of Smart TV at Devadhar ALP School, Pulliyil, Ward no.01, Karulai Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","30-Jul-2026","199933"
"108","Repair and Renovation","WS/MP096/2025-2026/177183-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Construction of Nadaparamb mill  Karambathoor road or pathway Ward No.02  Paruthoor Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","23-Jul-2026","795855"
"109","Normal/Others","WS/MP096/2025-2026/177184-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Construction of Manakkalthodi Salafi masjid road or pathway, Ward No. 09, Ananganadi Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","17-Jul-2026","592859"
"110","Normal/Others","WS/MP096/2025-2026/177188-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Kizhakke Kaipalli Colony road  or pathway, Ward No.15, Pothukallu panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","06-Aug-2026","766850"
"111","Normal/Others","WS/MP096/2025-2026/190798-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of SNDP Vasudevanpadi road or pathway, Ward No.16, Edakkara Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","06-Aug-2026","384352"
"112","Normal/Others","WS/MP096/2026-2027/233087-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Construction of Chuzhalikkara Puliyarakkal road or pathway, Ward No.17, Kizhakkoth Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","13-Aug-2026","370111"
"113","Repair and Renovation","WS/MP096/2025-2026/190716-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Mulepadam  Alakkal  Vijaya puram road or pathway ward no 14 Chaliyar Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","06-Aug-2026","2412739"
"114","Normal/Others","WS/MP096/2025-2026/237565-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Kalathilpadi Durgadevi Kshethram road or pathway, Ward No.12, Muthuvallur Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","10-Aug-2026","708470"
"115","Normal/Others","WS/MP096/2025-2026/177198-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Kotayil Akaipotta road or pathway, Wad No. 01 Vazhayoor Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","18-Aug-2026","391909"
"116","Normal/Others","WS/MP096/2025-2026/182268-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Kuttpulikkal road or pathway, Ward No.03, Anakkayam Panchayath","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","19-Aug-2026","288130"
"117","Normal/Others","WS/MP096/2025-2026/182269-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Neendarathil Colony Mattai road or pathway, Ward No.03, Pookottur Panchayath","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","19-Aug-2026","474937"
"118","Normal/Others","WS/MP096/2025-2026/181254-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Puliyakkode Sadh Gramam Road Side Protection and Puliyakkode Sadh Gramam Vayal Road Concrete and Side Protection, Ward No.05,Porur Panchayath","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","11-Aug-2026","1122289"
"119","Repair and Renovation","WS/MP096/2025-2026/238396-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Kaliyeparamb  Cholakkal road  or pathway, Ward no.12, Pookkottur panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","19-Aug-2026","473538"
"120","Normal/Others","WS/MP096/2025-2026/156041-Lighting of public spaces","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Installation of High Mast light in front of Amal College of Advanced Studies, Myladi. Ward No 08, Chaliyar Panchayath","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","11-Aug-2026","565870"
"Grand Total"," "," "," "," "," "," "," "," "," ","8,00,50,168"
